"rowID","studyID","Year","Lat_Deg","Lon_Deg","Country","Temp_mean","Temp_range","Prec_tot","Habitat_Current","Habitat_Target","Habitat_Broad","Habitat_Degraded","Biome_WWF","Biome_WWF_Broad","Biome_WWF_Zone","Experiment","Sample_Diameter_mm","Sample_Area_mm2","Sample_Depth_mm","Sample_Volume_mm3","Sample_Weight_g","Number_Sites","Samples_Per_Site","Total_Number_Samples","Method","Method_Volume_mm3","Method_Volume_Fraction","Method_Weight_g","Total_Seeds","Seed_density_m2","Seed_density_litre","Total_Species","Pos_Species","Neg_Species"
"AA011","L001",2019,48.8333333333333,15.8833333333333,"Czechia",9.97166666666669,30.49,606.193,"Grassland","Grassland","Grassland",1,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",NA,NA,1000,100,1e+05,NA,4,32,128,"Emergence",NA,NA,NA,19390,151484.375,NA,68,NA,NA
"AA012","L001",2019,48.8333333333333,15.8833333333333,"Czechia",9.97166666666669,30.49,606.193,"Forest",NA,"Forest",0,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",NA,NA,1000,100,1e+05,NA,2,32,64,"Emergence",NA,NA,NA,525,8203.125,NA,18,NA,NA
"JP001","G003",2019,39.5666666666667,116.983333333333,"China",13.4533333333334,40.2,713.515,"Arable",NA,"Arable",0,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",1,20,314.159265358979,NA,NA,NA,3,NA,36,"Emergence",NA,NA,NA,133,11777,NA,15,NA,NA
"JP002","M003",2019,-25.2333333333333,28.1166666666667,"South Africa",20.9708333333334,25.48,638.254,"Grassland","Grassland","Grassland",1,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical",1,NA,2826,NA,NA,NA,3,NA,48,"Emergence",NA,NA,NA,NA,NA,NA,37,NA,NA
"JP003","C002",2019,35.8666666666667,-116.216666666667,"United States",22.7966666666667,36.92,92.19,"Wetland","Wetland","Wetland",1,"Deserts and Xeric Shrublands","Deserts and Xeric Shrublands","Mediterranean and Desert",1,NA,100,30,3000,NA,1,NA,36,"Emergence",NA,NA,NA,17,4655,NA,1,1,NA
"JP004","Z001",2019,42.0333333333333,116.283333333333,"China",4.17333333333336,46.53,433.805,"Grassland",NA,"Grassland",0,"Temperate Grasslands, Savannas and Shrublands","Temperate Grasslands, Savannas and Shrublands","Temperate",1,80,5026.54824574367,100,502654.824574367,NA,1,50,50,"Emergence",NA,NA,NA,786,3127.39463175574,NA,20,NA,NA
"JP005","B001",2019,36.6666666666667,-87.9166666666667,"United States",15.8933333333334,32.79,1492.305,"Wetland",NA,"Wetland",0,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",NA,NA,60000,50,3e+06,NA,2,NA,21,"Emergence",NA,NA,NA,34813,27629,NA,37,NA,NA
"JP006","G004",2019,-9.86666666666667,-56.0833333333333,"Brazil",26.2975,12.94,2248.958,"Arable",NA,"Arable",0,"Tropical and Subtropical Moist Broadleaf Forests","Tropical and Subtropical Forests","Tropical",NA,NA,60000,50,3e+06,NA,30,5,150,"Emergence",NA,NA,NA,5652,628,NA,70,NA,NA
"JP007","M004",2019,34.9166666666667,102.883333333333,"China",2.02416666666669,38.54,869.624,"Grassland","Grassland","Grassland",1,"Temperate Conifer Forests","Temperate Conifer Forests","Temperate",NA,36,1017.87601976309,120,122145.122371571,NA,4,1000,4000,"Emergence",NA,NA,NA,38887,9551.01585187428,NA,113,4,NA
"JP008","C003",2019,-31.6666666666667,-65.3166666666667,"Argentina",20.5133333333334,28.39,911.854,"Forest","Forest","Forest",1,"Tropical and Subtropical Dry Broadleaf Forests","Tropical and Subtropical Forests","Tropical",1,130,13273.2289614169,30,398196.868842506,NA,1,132,132,"Emergence",NA,NA,NA,2857,1630.64612663993,NA,41,NA,NA
"JP009","G005",2019,47.85,1.76666666666667,"France",12.29,26.3,757.135,"Wetland",NA,"Wetland",0,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",NA,70,3848.4510006475,60,230907.06003885,NA,3,NA,135,"Emergence & Extraction",NA,NA,NA,1760,3387.60634729235,NA,54,NA,NA
"JP010","S001",2019,-30.8333333333333,132.2,"Australia",18.9108333333334,27.79,259.943,"Forest",NA,"Forest",0,"Deserts and Xeric Shrublands","Deserts and Xeric Shrublands","Mediterranean and Desert",NA,NA,250,30,7500,NA,1,NA,300,"Extraction",NA,NA,NA,160,2133.33333333333,NA,31,NA,NA
"JP011","H001",2019,-33.4,27.2666666666667,"South Africa",19.3041666666667,13.09,707.537,"Grassland","Grassland","Grassland",1,"Tropical and Subtropical Moist Broadleaf Forests","Tropical and Subtropical Forests","Tropical",NA,NA,NA,100,NA,300,2,60,120,"Emergence",NA,NA,NA,1827,NA,NA,66,NA,NA
"JP012","G006",2019,-3.78333333333333,-39.2666666666667,"Brazil",27.6783333333334,10.63,780.462,"Forest","Forest","Forest",1,"Deserts and Xeric Shrublands","Deserts and Xeric Shrublands","Mediterranean and Desert",NA,250,49087.3852123405,100,4908738.52123405,NA,3,30,90,"Emergence",NA,NA,NA,NA,NA,NA,55,NA,NA
"JP013","M005",2019,-17.35,30.2,"Zimbabwe",21.76,21.37,788.274,"Arable",NA,"Arable",0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical",1,83,5410.60794764502,200,1082121.589529,NA,1,NA,540,"Emergence",NA,NA,NA,NA,NA,NA,12,NA,NA
"JP014","G007",2019,46.4666666666667,23.25,"Romania",4.69583333333336,30.03,1371.292,"Grassland","Grassland","Grassland",1,"Temperate Conifer Forests","Temperate Conifer Forests","Temperate",NA,29,660.519855417254,100,66051.9855417254,NA,16,NA,864,"Emergence",NA,NA,NA,5240,9181.88115780961,NA,178,NA,NA
"JP015","P001",2019,37.0833333333333,-7.66666666666667,"Portugal",18.3216666666667,18.78,596.779,"Wetland",NA,"Wetland",0,"Mediterranean Forests, Woodlands and Scrub","Mediterranean Forests, Woodlands and Scrub","Mediterranean and Desert",NA,50,1963.49540849362,50,98174.770424681,NA,1,420,420,"Emergence",NA,NA,NA,9052,10977,NA,26,NA,NA
"JP016","W001",2019,23.2333333333333,113.633333333333,"China",23.0275,22.62,2593.893,"Arable",NA,"Arable",0,"Tropical and Subtropical Moist Broadleaf Forests","Tropical and Subtropical Forests","Tropical",1,100,7853.98163397448,150,1178097.24509617,NA,1,120,120,"Emergence",NA,NA,NA,NA,NA,NA,13,NA,NA
"JP017","H002",2019,50.4333333333333,20.4666666666667,"Poland",9.69666666666669,32.11,712.259,"Forest",NA,"Forest",0,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",NA,NA,10000,70,7e+05,NA,1,240,240,"Emergence",NA,NA,NA,2820,1175,NA,45,NA,NA
"JP018","Z002",2019,35.9666666666667,101.883333333333,"China",5.35583333333336,37.2,588.632,"Grassland",NA,"Grassland",0,"Montane Grasslands and Shrublands","Montane Grasslands and Shrublands","Temperate",1,32,804.247719318987,150,120637.157897848,NA,1,1250,1250,"Emergence",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JP019","F001",2019,-40.6833333333333,-64.1,"Argentina",14.9866666666667,27.44,505.2,"Grassland",NA,"Grassland",0,"Temperate Grasslands, Savannas and Shrublands","Temperate Grasslands, Savannas and Shrublands","Temperate",1,100,7853.98163397448,50,392699.081698724,NA,3,60,180,"Extraction",NA,NA,NA,NA,NA,NA,46,NA,NA
"JP020","T001",2019,44.55,-76.35,"Canada",7.80083333333336,37.65,1113.576,"Grassland","Grassland","Grassland",1,"Boreal Forests/Taiga","Boreal Forests/Taiga","Boreal",NA,60,2827.43338823081,120,339292.006587698,NA,1,400,400,"Emergence",NA,NA,NA,5408,4781.72184578317,NA,34,NA,NA
"JP021","C004",2019,31.0333333333333,110.916666666667,"China",12.6225,29.98,1767.28,"Wetland",NA,"Wetland",0,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",NA,80,5026.54824574367,150,753982.23686155,NA,1,300,300,"Emergence",NA,NA,NA,11041,7322,NA,50,NA,NA
"JP022","H003",2019,38.7833333333333,-109.65,"United States",13.8358333333334,42.81,295.475,"Grassland",NA,"Grassland",0,"Deserts and Xeric Shrublands","Deserts and Xeric Shrublands","Mediterranean and Desert",NA,25.4,506.707479097498,50,25335.3739548749,NA,3,168,504,"Emergence",NA,NA,NA,402,1574.12132348963,NA,NA,NA,NA
"JP023","L002",2019,-38.05,-61.9666666666667,"Argentina",13.0591666666667,25.71,1036.892,"Grassland",NA,"Grassland",0,"Temperate Grasslands, Savannas and Shrublands","Temperate Grasslands, Savannas and Shrublands","Temperate",1,100,7853.98163397448,50,392699.081698724,NA,1,45,45,"Extraction",NA,NA,NA,3794,10735,NA,71,NA,NA
"JP024","H004",2019,48.8166666666667,14.9666666666667,"Austria",9.36416666666669,30.04,721.511,"Forest","Grassland","Grassland",1,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",NA,45,1590.43128087983,100,159043.128087983,NA,11,NA,720,"Emergence",NA,NA,NA,NA,NA,NA,100,25,51
"JP025","H005",2019,30.95,117.783333333333,"China",17.2841666666667,33.07,1830.203,"Arable",NA,"Arable",0,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",NA,50,1963.49540849362,150,294524.311274043,NA,228,500,114000,"Emergence & Extraction",NA,NA,NA,NA,NA,NA,174,NA,NA
"JP026","S002",2019,-29.8666666666667,31.0166666666667,"South Africa",21.4858333333334,12.85,893.234,"Grassland",NA,"Grassland",0,"Mangroves","Tropical and Subtropical Forests","Tropical",NA,NA,22500,30,675000,NA,4,60,240,"Emergence",NA,NA,NA,32103,5945,NA,21,NA,NA
"JP027","S002",2019,-29.8666666666667,31.0166666666667,"South Africa",21.4858333333334,12.85,893.234,"Grassland","Grassland","Grassland",1,"Mangroves","Tropical and Subtropical Forests","Tropical",NA,NA,22500,30,675000,NA,4,60,240,"Emergence",NA,NA,NA,18754,3473,NA,21,NA,NA
"JP028","I001",2019,18.5333333333333,-99.25,"Mexico",26.3566666666667,20.21,1066.03,"Forest",NA,"Forest",0,"Tropical and Subtropical Dry Broadleaf Forests","Tropical and Subtropical Forests","Tropical",NA,NA,10000,100,1e+06,NA,6,NA,360,"Emergence",NA,NA,NA,5097,1415.83333333333,NA,158,NA,NA
"JP029","I001",2019,18.5333333333333,-99.25,"Mexico",26.3566666666667,20.21,1066.03,"Arable",NA,"Arable",0,"Tropical and Subtropical Dry Broadleaf Forests","Tropical and Subtropical Forests","Tropical",NA,NA,10000,100,1e+06,NA,6,NA,360,"Emergence",NA,NA,NA,4936,1371.11111111111,NA,133,NA,NA
"JP030","O002",2019,-8.23333333333333,-35.9166666666667,"Brazil",22.8,11.04,961.993,"Forest",NA,"Forest",0,"Deserts and Xeric Shrublands","Deserts and Xeric Shrublands","Mediterranean and Desert",NA,NA,40000,50,2e+06,NA,1,40,40,"Emergence",NA,NA,NA,10680,6675,NA,43,NA,NA
"JP031","O002",2019,-8.23333333333333,-35.9166666666667,"Brazil",22.8,11.04,961.993,"Forest","Forest","Forest",1,"Deserts and Xeric Shrublands","Deserts and Xeric Shrublands","Mediterranean and Desert",NA,NA,40000,50,2e+06,NA,1,40,40,"Emergence",NA,NA,NA,5029,3143,NA,30,NA,NA
"AA013","H006",2019,39.05,-84.4666666666667,"United States",13.2375,35.47,1230.267,"Forest","Forest","Forest",1,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",NA,38.1,1140.09182796937,100,114009.182796937,NA,3,30,90,"Emergence",NA,NA,NA,NA,NA,NA,51,NA,NA
"AA014","H006",2019,39.05,-84.4666666666667,"United States",13.2375,35.47,1230.267,"Forest","Forest","Forest",1,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",NA,38.1,1140.09182796937,100,114009.182796937,NA,3,30,90,"Emergence",NA,NA,NA,NA,NA,NA,40,NA,NA
"JP032","V001",2019,33.5,-117.266666666667,"United States",17.4816666666667,25.87,362.036,"Grassland",NA,"Grassland",0,"Mediterranean Forests, Woodlands and Scrub","Mediterranean Forests, Woodlands and Scrub","Mediterranean and Desert",1,100,7853.98163397448,50,392699.081698724,NA,1,120,120,"Emergence",NA,NA,NA,NA,NA,NA,25,11,NA
"JP033","S003",2019,51.3666666666667,9.9,"Germany",9.50583333333335,26.81,813.425,"Arable",NA,"Arable",0,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",1,24,452.38934211693,250,113097.335529233,NA,1,NA,1280,"Emergence",NA,NA,NA,NA,NA,NA,35,NA,NA
"JP034","V002",2019,48.3333333333333,9.73333333333333,"Germany",9.12166666666669,28.79,856.006,"Wetland","Wetland","Wetland",1,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",1,NA,22500,100,2250000,NA,1,60,60,"Emergence",NA,NA,NA,10420,7718.51851851852,NA,46,NA,NA
"JP035","W002",2019,43.0333333333333,119.65,"China",8.18333333333335,48.44,403.885,"Grassland",NA,"Grassland",0,"Temperate Grasslands, Savannas and Shrublands","Temperate Grasslands, Savannas and Shrublands","Temperate",NA,70,3848.4510006475,100,384845.10006475,NA,4,NA,188,"Emergence & Extraction",NA,NA,NA,NA,NA,NA,27,2,NA
"JP036","S004",2019,-21.0666666666667,-42.6333333333333,"Brazil",20.195,16.81,1683.578,"Forest","Forest","Forest",1,"Tropical and Subtropical Moist Broadleaf Forests","Tropical and Subtropical Forests","Tropical",NA,NA,75000,50,3750000,NA,1,30,30,"Emergence",NA,NA,NA,4872,2165,NA,61,1,NA
"JP037","S004",2019,-21.0666666666667,-42.6333333333333,"Brazil",20.195,16.81,1683.578,"Forest",NA,"Forest",0,"Tropical and Subtropical Moist Broadleaf Forests","Tropical and Subtropical Forests","Tropical",NA,NA,75000,50,3750000,NA,1,30,30,"Emergence",NA,NA,NA,764,340,NA,58,4,NA
"JP038","B002",2019,-21.0166666666667,-42.5666666666667,"Brazil",20.1825,16.7,1778.129,"Forest","Forest","Forest",1,"Tropical and Subtropical Moist Broadleaf Forests","Tropical and Subtropical Forests","Tropical",NA,NA,130500,50,6525000,NA,1,30,30,"Emergence",NA,NA,NA,8280,2115,NA,51,NA,13
"JP039","M006",2019,-14.8,-43.9166666666667,"Brazil",27.2575,16.01,856.998,"Forest","Forest","Forest",1,"Deserts and Xeric Shrublands","Deserts and Xeric Shrublands","Mediterranean and Desert",NA,NA,90000,100,9e+06,NA,1,NA,864,"Emergence",NA,NA,NA,1157,14.8791152263374,NA,73,NA,NA
"JP040","S005",2019,50.5333333333333,8.68333333333333,"Germany",10.3783333333334,26.98,669.469,"Grassland",NA,"Grassland",0,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",1,30,706.858347057703,100,70685.8347057704,NA,1,180,180,"Emergence",NA,NA,NA,2155,16937.2297463227,NA,39,NA,NA
"JP041","H007",2019,37.1166666666667,106.75,"China",8.74250000000002,39.26,445.516,"Grassland",NA,"Grassland",0,"Montane Grasslands and Shrublands","Montane Grasslands and Shrublands","Temperate",1,NA,10000,100,1e+06,NA,1,NA,NA,"Emergence",NA,NA,NA,NA,NA,NA,16,NA,NA
"JP042","G008",2019,-27.3333333333333,153.066666666667,"Australia",20.6866666666667,16.24,1363.55,"Wetland",NA,"Wetland",0,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",1,NA,22500,100,2250000,NA,1,100,100,"Emergence",NA,NA,NA,1111,493.777777777778,NA,20,NA,NA
"JP043","A001",2019,7.11666666666667,4.38333333333333,"Nigeria",26.1358333333334,11.44,2053.412,"Forest","Forest","Forest",1,"Tropical and Subtropical Moist Broadleaf Forests","Tropical and Subtropical Forests","Tropical",NA,85,5674.50173054656,150,851175.259581984,NA,3,10,30,"Emergence",NA,NA,NA,762,4476.16393581635,NA,32,NA,NA
"JP044","T002",2019,35.4666666666667,139.15,"Japan",8.82583333333336,31.28,2678.208,"Forest",NA,"Forest",0,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",1,NA,40000,50,2e+06,NA,1,60,60,"Emergence",NA,NA,NA,NA,NA,NA,61,5,NA
"JP045","W003",2019,6.38333333333333,80.5,"Sri Lanka",22.9558333333334,9.05,3404.186,"Forest",NA,"Forest",0,"Tropical and Subtropical Moist Broadleaf Forests","Tropical and Subtropical Forests","Tropical",NA,100,7853.98163397448,50,392699.081698724,NA,3,10,30,"Emergence",NA,NA,NA,220,933.708999472453,NA,14,NA,5
"JP046","W003",2019,6.38333333333333,80.5,"Sri Lanka",22.9558333333334,9.05,3404.186,"Arable",NA,"Arable",0,"Tropical and Subtropical Moist Broadleaf Forests","Tropical and Subtropical Forests","Tropical",NA,100,7853.98163397448,50,392699.081698724,NA,3,10,30,"Emergence",NA,NA,NA,600,2546.47908947033,NA,15,NA,3
"JP047","W003",2019,6.38333333333333,80.5,"Sri Lanka",22.9558333333334,9.05,3404.186,"Forest","Forest","Forest",1,"Tropical and Subtropical Moist Broadleaf Forests","Tropical and Subtropical Forests","Tropical",NA,100,7853.98163397448,50,392699.081698724,NA,3,10,30,"Emergence",NA,NA,NA,324,1375.09870831398,NA,26,NA,7
"JP048","W003",2019,6.38333333333333,80.5,"Sri Lanka",22.9558333333334,9.05,3404.186,"Grassland","Forest","Forest",1,"Tropical and Subtropical Moist Broadleaf Forests","Tropical and Subtropical Forests","Tropical",NA,100,7853.98163397448,50,392699.081698724,NA,3,10,30,"Emergence",NA,NA,NA,530,2249.38986236545,NA,11,NA,1
"JP049","S006",2019,12.2166666666667,-2.7,"Burkina Faso",28.7041666666667,23.05,1083.572,"Forest",NA,"Forest",0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical",NA,NA,22500,200,4500000,NA,9,20,180,"Emergence",NA,NA,NA,212260,52410,NA,61,NA,NA
"JP050","S006",2019,12.2166666666667,-2.7,"Burkina Faso",28.7041666666667,23.05,1083.572,"Forest","Forest","Forest",1,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical",NA,NA,22500,200,4500000,NA,9,20,180,"Emergence",NA,NA,NA,427882,105650,NA,49,NA,NA
"JP051","S006",2019,12.2166666666667,-2.7,"Burkina Faso",28.7041666666667,23.05,1083.572,"Arable",NA,"Arable",0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical",NA,NA,22500,200,4500000,NA,9,20,180,"Emergence",NA,NA,NA,241744,59690,NA,38,NA,NA
"JP052","S006",2019,12.2166666666667,-2.7,"Burkina Faso",28.7041666666667,23.05,1083.572,"Wetland",NA,"Wetland",0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical",NA,NA,22500,200,4500000,NA,9,20,180,"Emergence",NA,NA,NA,231012,57040,NA,23,NA,NA
"JP053","F002",2018,40.1666666666667,16.65,"Italy",18.2208333333334,25,645.317,"Arable",NA,"Arable",0,"Mediterranean Forests, Woodlands and Scrub","Mediterranean Forests, Woodlands and Scrub","Mediterranean and Desert",1,23,415.47562843725,400,166190.2513749,NA,1,360,360,"Emergence",NA,NA,NA,336,2247,NA,21,NA,NA
"JP054","M007",2018,30.9333333333333,109.083333333333,"China",20.2775,30.67,1094.588,"Wetland",NA,"Wetland",0,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",1,80,5026.54824574367,150,753982.23686155,NA,4,48,192,"Emergence",NA,NA,NA,3673,3806,NA,33,NA,NA
"JP055","L003",2018,28.35,-99.6333333333333,"United States",23.7591666666667,31.21,542.103,"Grassland",NA,"Grassland",0,"Deserts and Xeric Shrublands","Deserts and Xeric Shrublands","Mediterranean and Desert",NA,NA,6560,NA,656000,400,1,30,30,"Emergence",NA,NA,NA,NA,NA,NA,18,NA,NA
"JP056","L003",2018,28.3666666666667,-99.1166666666667,"United States",23.5583333333334,31.29,589.878,"Grassland",NA,"Grassland",0,"Deserts and Xeric Shrublands","Deserts and Xeric Shrublands","Mediterranean and Desert",NA,NA,6560,NA,656000,400,1,30,30,"Emergence",NA,NA,NA,NA,NA,NA,15,NA,NA
"JP057","S007",2018,12.2166666666667,-2.7,"Burkina Faso",28.6966666666667,22.98,1083.572,"Wetland","Wetland","Wetland",1,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical",NA,NA,22500,150,3375000,NA,4,520,2080,"Emergence",NA,NA,NA,3948,84.3589743589744,NA,30,NA,NA
"JP058","L004",2018,37.1333333333333,-2.36666666666667,"Spain",16.5658333333334,28.91,436.953,"Grassland",NA,"Grassland",0,"Mediterranean Forests, Woodlands and Scrub","Mediterranean Forests, Woodlands and Scrub","Mediterranean and Desert",NA,NA,25000,30,750000,NA,1,200,200,"Emergence",NA,NA,NA,3630,726,NA,87,NA,NA
"JP059","M008",2018,45.5833333333333,123.833333333333,"China",5.78333333333335,50.44,517.914,"Grassland",NA,"Grassland",0,"Temperate Grasslands, Savannas and Shrublands","Temperate Grasslands, Savannas and Shrublands","Temperate",NA,50,1963.49540849362,50,98174.770424681,NA,3,36,108,"Emergence",NA,NA,NA,3434,16193,NA,22,NA,NA
"JP060","M008",2018,45.5833333333333,123.833333333333,"China",5.78333333333335,50.44,517.914,"Grassland","Grassland","Grassland",1,"Temperate Grasslands, Savannas and Shrublands","Temperate Grasslands, Savannas and Shrublands","Temperate",NA,50,1963.49540849362,50,98174.770424681,NA,12,36,432,"Emergence",NA,NA,NA,20002,23581,NA,17,NA,NA
"JP061","B003",2018,41,-115.5,"United States",9.32333333333336,42.62,313.499,"Grassland","Grassland","Grassland",1,"Deserts and Xeric Shrublands","Deserts and Xeric Shrublands","Mediterranean and Desert",1,NA,2560,50,128000,NA,17,80,1360,"Emergence",NA,0.23,NA,NA,NA,NA,62,NA,15
"JP062","P002",2018,69.25,-53.6,"Greenland",-2.76166666666664,25.03,789.703,"Grassland",NA,"Grassland",0,"Tundra","Tundra","Tundra",NA,50,1963.49540849362,200,392699.081698724,NA,9,50,450,"Emergence",NA,NA,NA,673,762,NA,31,NA,NA
"JP063","C005",2018,-38.4833333333333,143.7,"Australia",13.2791666666667,17.13,845.732,"Forest","Forest","Forest",1,"Temperate Broadleaf and Mixed Forests","Temperate Broadleaf and Mixed Forests","Temperate",1,60,2827.43338823081,50,141371.669411541,NA,71,78,5538,"Emergence",NA,NA,NA,NA,NA,NA,98,NA,NA
"JP064","D001",2018,-27.5333333333333,135.433333333333,"Australia",22.6866666666667,32.84,199.595,"Wetland","Wetland","Wetland",1,"Deserts and Xeric Shrublands","Deserts and Xeric Shrublands","Mediterranean and Desert",NA,50,1963.49540849362,50,98174.770424681,NA,2,440,880,"Emergence",NA,NA,NA,6754,3908.84540233695,NA,78,NA,2
"JP065","M009",2018,33.75,102.066666666667,"China",0.765000000000024,41.56,1176.666,"Wetland","Wetland","Wetland",1,"Montane Grasslands and Shrublands","Montane Grasslands and Shrublands","Temperate",NA,36,1017.87601976309,150,152681.402964464,NA,15,50,750,"Emergence",NA,NA,NA,2423,3173.92944124825,NA,76,NA,NA
