,Lon_Deg,Lat_Deg,Temp,Prec,Author,Year,Title,Journal,Doi,URL,Human
12,15.88333333,48.83333333,86,634,"Lanta, V; Mudrak, O; Liancourt, P; Bartos, M; Chlumska, Z; Dvorsky, M; Pusztaiova, Z; Munzbergova, Z; Sebek, P; Cizek, L; Dolezal, J",2019,Active management promotes plant diversity in lowland forests: A landscape-scale experiment with two types of clearings,FOREST ECOLOGY AND MANAGEMENT,10.1016/j.foreco.2019.05.073,http://doi.org/10.1016/j.foreco.2019.05.073,AA
13,15.88333333,48.83333333,86,634,"Lanta, V; Mudrak, O; Liancourt, P; Bartos, M; Chlumska, Z; Dvorsky, M; Pusztaiova, Z; Munzbergova, Z; Sebek, P; Cizek, L; Dolezal, J",2019,Active management promotes plant diversity in lowland forests: A landscape-scale experiment with two types of clearings,FOREST ECOLOGY AND MANAGEMENT,10.1016/j.foreco.2019.05.073,http://doi.org/10.1016/j.foreco.2019.05.073,AA
14,15.88333333,48.83333333,86,634,"Lanta, V; Mudrak, O; Liancourt, P; Bartos, M; Chlumska, Z; Dvorsky, M; Pusztaiova, Z; Munzbergova, Z; Sebek, P; Cizek, L; Dolezal, J",2019,Active management promotes plant diversity in lowland forests: A landscape-scale experiment with two types of clearings,FOREST ECOLOGY AND MANAGEMENT,10.1016/j.foreco.2019.05.073,http://doi.org/10.1016/j.foreco.2019.05.073,AA
15,116.9833333,39.56666667,121,529,"Gu, X; Cen, Y; Guo, LY; Li, CH; Yuan, H; Xu, ZW; Jiang, GM",2019,"Responses of weed community, soil nutrients, and microbes to different weed management practices in a fallow field in Northern China",PEERJ,10.7717/peerj.7650,http://doi.org/10.7717/peerj.7650,JP
16,28.11666667,-25.23333333,194,589,"Mndela, M; Madakadze, IC; Nherera-Chokuda, F; Dube, S",2019,Dynamics of the soil seed bank over the short-term after bush clearing in a semi-arid shrubland in Springbokvlakte thornveld of South Africa,SOUTH AFRICAN JOURNAL OF BOTANY,10.1016/j.sajb.2019.07.033,http://doi.org/10.1016/j.sajb.2019.07.033,JP
17,-116.2166667,35.86666667,197,82,"Castle, S; Rejmankova, E; Foley, J; Parmenter, S",2019,Hydrologic alterations impact plant litter decay rate and ecosystem resilience in Mojave wetlands,RESTORATION ECOLOGY,10.1111/rec.12959,http://doi.org/10.1111/rec.12959,JP
18,15.5,37.41666667,NA,NA,"Scavo, A; Restuccia, A; Abbate, C; Mauromicale, G",2019,Seeming field allelopathic activity of Cynara cardunculus L. reduces the soil weed seed bank,AGRONOMY FOR SUSTAINABLE DEVELOPMENT,10.1007/s13593-019-0580-4,http://doi.org/10.1007/s13593-019-0580-4,JP
19,116.2833333,42.03333333,15,386,"Zhong, MX; Miao, Y; Han, SJ; Wang, D",2019,Nitrogen addition decreases seed germination in a temperate steppe,ECOLOGY AND EVOLUTION,10.1002/ece3.5151,http://doi.org/10.1002/ece3.5151,JP
20,-87.91666667,36.66666667,141,1306,"Baskin, CC; Baskin, JM; Chester, EW",2019,Long-term persistence of summer annuals in soil seed banks of seasonally dewatered mudflats,PLANT ECOLOGY,10.1007/s11258-019-00948-7,http://doi.org/10.1007/s11258-019-00948-7,JP
21,-56.08333333,-9.866666667,254,2272,"Gervazio, W; Yamashita, OM; Felito, RA; Eisenlohr, PV",2019,"Soil quality and its relationship with weeds in urban homegardens of Alta Floresta, Southern Amazonia",AGROFORESTRY SYSTEMS,10.1007/s10457-018-0230-x,http://doi.org/10.1007/s10457-018-0230-x,JP
22,102.8833333,34.91666667,22,582,"Ma, MJ; Baskin, CC; Li, WJ; Zhao, YP; Zhao, Y; Zhao, L; Chen, N; Du, GZ",2019,Seed banks trigger ecological resilience in subalpine meadows abandoned after arable farming on the Tibetan Plateau,ECOLOGICAL APPLICATIONS,10.1002/eap.1959,http://doi.org/10.1002/eap.1959,JP
23,102.8833333,34.91666667,22,582,"Ma, MJ; Zhou, XH; Qi, W; Liu, K; Jia, P; Du, GZ",2013,Seasonal Dynamics of the Plant Community and Soil Seed Bank along a Successional Gradient in a Subalpine Meadow on the Tibetan Plateau,PLOS ONE,10.1371/journal.pone.0080220,http://doi.org/10.1371/journal.pone.0080220,AA
24,102.8833333,34.91666667,22,582,"Ma, MJ; Du, GZ; Zhou, XH",2009,Role of the Soil Seed Bank during Succession in a Subalpine Meadow on the Tibetan Plateau,ARCTIC ANTARCTIC AND ALPINE RESEARCH,10.1657/1938-4246-41.4.999,http://doi.org/10.1657/1938-4246-41.4.999,AA
25,102.8833333,34.91666667,22,582,"Ma, MJ; Du, GZ; Zhou, XH",2009,Role of the Soil Seed Bank during Succession in a Subalpine Meadow on the Tibetan Plateau,ARCTIC ANTARCTIC AND ALPINE RESEARCH,10.1657/1938-4246-41.4.999,http://doi.org/10.1657/1938-4246-41.4.999,AA
26,102.8833333,34.91666667,22,582,"Ma, MJ; Du, GZ; Zhou, XH",2009,Role of the Soil Seed Bank during Succession in a Subalpine Meadow on the Tibetan Plateau,ARCTIC ANTARCTIC AND ALPINE RESEARCH,10.1657/1938-4246-41.4.999,http://doi.org/10.1657/1938-4246-41.4.999,AA
27,102.8833333,34.91666667,22,582,"Ma, MJ; Du, GZ; Zhou, XH",2009,Role of the Soil Seed Bank during Succession in a Subalpine Meadow on the Tibetan Plateau,ARCTIC ANTARCTIC AND ALPINE RESEARCH,10.1657/1938-4246-41.4.999,http://doi.org/10.1657/1938-4246-41.4.999,AA
28,-65.31666667,-31.66666667,180,565,"Cavallero, L; Ledesma, M; Lopez, DR; Carranza, CA",2019,Retention and redistribution of biological legacies generate resource sinks in silvopastoral systems of Arid Chaco forests,ECOLOGICAL PROCESSES,10.1186/s13717-019-0180-x,http://doi.org/10.1186/s13717-019-0180-x,JP
29,1.766666667,47.85,108,635,"Greulich, S; Chevalier, R; Villar, M",2019,Soil seed banks in the floodplain of a large river: A test of hypotheses on seed bank composition in relation to flooding and established vegetation,JOURNAL OF VEGETATION SCIENCE,10.1111/jvs.12762,http://doi.org/10.1111/jvs.12762,JP
30,132.2,-30.83333333,182,223,"Steggles, EK; Facelli, JM; Ainsley, PJ; Pound, LM",2019,Biological soil crust and vascular plant interactions in Western Myall (Acacia papyrocarpa) open woodland in South Australia,JOURNAL OF VEGETATION SCIENCE,10.1111/jvs.12764,http://doi.org/10.1111/jvs.12764,JP
31,27.26666667,-33.4,182,594,"Haussmann, NS; Delport, C; Kakembo, V; Mashiane, KK; le Roux, PC",2019,Restoration potential of invaded abandoned agricultural fields: what does the seed bank tell us?,RESTORATION ECOLOGY,10.1111/rec.12923,http://doi.org/10.1111/rec.12923,JP
32,-39.26666667,-3.783333333,264,861,"Gomes, FM; de Oliveira, CC; Miranda, RD; da Costa, RC; Loiola, MIB",2019,Relationships between soil seed bank composition and standing vegetation along chronosequences in a tropical dry forest in north-eastern Brazil,JOURNAL OF TROPICAL ECOLOGY,10.1017/S0266467419000130,http://doi.org/10.1017/S0266467419000130,JP
33,30.2,-17.35,195,823,"Mashavakure, N; Mashingaidze, AB; Musundire, R; Gandiwa, E; Thierfelder, C; Muposhi, VK; Svotwa, E",2019,"Influence of tillage, fertiliser regime and weeding frequency on germinable weed seed bank in a subhumid environment in Zimbabwe",SOUTH AFRICAN JOURNAL OF PLANT AND SOIL,10.1080/02571862.2019.1570567,http://doi.org/10.1080/02571862.2019.1570567,JP
34,23.25,46.46666667,65,783,"Gorzen, E; Borisova, K; Fenesi, A; Ruprecht, E; Donath, TW",2019,Effects of woody species encroachment and fire on vegetation and the soil seed bank in dry grasslands of Transylvania,APPLIED VEGETATION SCIENCE,10.1111/avsc.12435,http://doi.org/10.1111/avsc.12435,JP
35,32.75,32,NA,NA,"Manela, N; Dagon, E; Semesh, H; Ovadia, O",2019,Smoke interacts with fire history to stimulate soil seed bank germination in Mediterranean woodlands,JOURNAL OF PLANT ECOLOGY,10.1093/jpe/rty052,http://doi.org/10.1093/jpe/rty052,JP
36,-7.666666667,37.08333333,174,494,"Polo-Avila, A; Infante-Izquierdo, MD; Soto, JM; Hermoso-Lopez, V; Nieva, FJJ; Castillo, JM; Munoz-Rodriguez, AF",2019,Contrasting propagule dispersal and halophyte seed banks along the intertidal gradient,MARINE ECOLOGY PROGRESS SERIES,10.3354/meps12943,http://doi.org/10.3354/meps12943,JP
37,113.6333333,23.23333333,221,1830,"Wei, H; Bai, WJ; Zhang, JE; Chen, R; Xiang, HM; Quan, GM",2019,Integrated Rice-Duck Farming Decreases Soil Seed Bank and Weed Density in a Paddy Field,AGRONOMY-BASEL,10.3390/agronomy9050259,http://doi.org/10.3390/agronomy9050259,JP
38,20.46666667,50.43333333,77,667,"Halatkiewicz, T; Jankowska-Blaszczuk, M; Swiercz, A; Adamczyk, K",2019,Soil seed bank and herb layer diversity within secondary oak forest in the Kozubowski Landscape Park,SYLWAN,10.26202/sylwan.2018136,http://doi.org/10.26202/sylwan.2018136,JP
39,101.8833333,35.96666667,33,466,"Zhang, CH; Willis, CG; Ma, Z; Ma, MJ; Csontos, P; Baskin, CC; Baskin, JM; Li, JY; Zhou, HK; Zhao, XQ; Yao, BQ; Du, GZ",2019,Direct and indirect effects of long-term fertilization on the stability of the persistent seed bank,PLANT AND SOIL,10.1007/s11104-019-04024-x,http://doi.org/10.1007/s11104-019-04024-x,JP
40,101.8833333,35.96666667,33,466,"Ma, MJ; Zhou, XH; Du, GZ",2013,Effects of disturbance intensity on seasonal dynamics of alpine meadow soil seed banks on the Tibetan Plateau,PLANT AND SOIL,10.1007/s11104-012-1560-5,http://doi.org/10.1007/s11104-012-1560-5,JP
41,101.8833333,35.96666667,33,466,"Ma, MJ; Zhou, XH; Du, GZ",2010,Role of soil seed bank along a disturbance gradient in an alpine meadow on the Tibet plateau,FLORA,10.1016/j.flora.2009.02.006,http://doi.org/10.1016/j.flora.2009.02.006,AA
42,101.8833333,35.96666667,33,466,"Ma, MJ; Zhou, XH; Du, GZ",2010,Role of soil seed bank along a disturbance gradient in an alpine meadow on the Tibet plateau,FLORA,10.1016/j.flora.2009.02.006,http://doi.org/10.1016/j.flora.2009.02.006,AA
43,101.8833333,35.96666667,33,466,"Ma, MJ; Zhou, XH; Du, GZ",2010,Role of soil seed bank along a disturbance gradient in an alpine meadow on the Tibet plateau,FLORA,10.1016/j.flora.2009.02.006,http://doi.org/10.1016/j.flora.2009.02.006,AA
44,101.8833333,35.96666667,33,466,"Ma, MJ; Zhou, XH; Du, GZ",2010,Role of soil seed bank along a disturbance gradient in an alpine meadow on the Tibet plateau,FLORA,10.1016/j.flora.2009.02.006,http://doi.org/10.1016/j.flora.2009.02.006,AA
45,-64.1,-40.68333333,145,270,"Funk, FA; Loydi, A; Peter, G; Distel, RA",2019,"Effect of Grazing and Drought on Seed Bank in Semiarid Patchy Rangelands of Northern Patagonia, Argentina",INTERNATIONAL JOURNAL OF PLANT SCIENCES,10.1086/702661,http://doi.org/10.1086/702661,JP
46,-76.35,44.55,62,894,"Tracey, A; Aarssen, L",2019,Resident species with larger size metrics do not recruit more offspring from the soil seed bank in old-field meadow vegetation,JOURNAL OF ECOLOGY,10.1111/1365-2745.13089,http://doi.org/10.1111/1365-2745.13089,JP
47,110.9166667,31.03333333,119,1184,"Chen, FQ; Wu, Y; Zhang, M; Ma, YR; Xie, ZQ; Chen, C",2019,Secondary seed dispersal in hydro-fluctuation belts and its influence on the soil seed bank,RIVER RESEARCH AND APPLICATIONS,10.1002/rra.3411,http://doi.org/10.1002/rra.3411,JP
48,-109.65,38.78333333,116,243,"Haight, JD; Reed, SC; Faist, AM",2019,Seed bank community and soil texture relationships in a cold desert,JOURNAL OF ARID ENVIRONMENTS,10.1016/j.jaridenv.2019.01.008,http://doi.org/10.1016/j.jaridenv.2019.01.008,JP
49,-61.96666667,-38.05,129,745,"Loydi, A",2019,Effects of grazing exclusion on vegetation and seed bank composition in a mesic mountain grassland in Argentina,PLANT ECOLOGY & DIVERSITY,10.1080/17550874.2019.1593544,http://doi.org/10.1080/17550874.2019.1593544,JP
50,14.96666667,48.81666667,73,788,"Horackova, M; Rehounkova, K; Prach, K",2019,Relationships between vegetation and seed bank in sand pits: Effects of different restoration approaches and successional age,APPLIED VEGETATION SCIENCE,10.1111/avsc.12426,http://doi.org/10.1111/avsc.12426,JP
51,117.7833333,30.95,165,1274,"He, YH; Gao, PL; Qiang, S",2019,"An investigation of weed seed banks reveals similar potential weed community diversity among three different farmland types in Anhui Province, China",JOURNAL OF INTEGRATIVE AGRICULTURE,10.1016/S2095-3119(18)62073-8,http://doi.org/10.1016/S2095-3119(18)62073-8,JP
52,31.01666667,-29.86666667,208,977,"Sershen; Drury, CC; Carbutt, C; Ramdhani, S",2019,Seed banks of subtropical grassland patches within an urban matrix in South Africa: reflecting the past and foretelling the future,BOTANY,10.1139/cjb-2018-0155,http://doi.org/10.1139/cjb-2018-0155,JP
53,31.01666667,-29.86666667,208,977,"Sershen; Drury, CC; Carbutt, C; Ramdhani, S",2019,Seed banks of subtropical grassland patches within an urban matrix in South Africa: reflecting the past and foretelling the future,BOTANY,10.1139/cjb-2018-0155,http://doi.org/10.1139/cjb-2018-0155,JP
54,31.01666667,-29.86666667,208,977,"Sershen; Drury, CC; Carbutt, C; Ramdhani, S",2019,Seed banks of subtropical grassland patches within an urban matrix in South Africa: reflecting the past and foretelling the future,BOTANY,10.1139/cjb-2018-0155,http://doi.org/10.1139/cjb-2018-0155,JP
55,31.01666667,-29.86666667,208,977,"Sershen; Drury, CC; Carbutt, C; Ramdhani, S",2019,Seed banks of subtropical grassland patches within an urban matrix in South Africa: reflecting the past and foretelling the future,BOTANY,10.1139/cjb-2018-0155,http://doi.org/10.1139/cjb-2018-0155,JP
56,-99.25,18.53333333,250,923,"Ibarra, AD; Mariano, NA; Sorani, V; Flores-Franco, G; Alquicira, ER; Wehncke, EV",2019,Physical environmental conditions determine ubiquitous spatial differentiation of standing plants and seedbanks in Neotropical riparian dry forests,PLOS ONE,10.1371/journal.pone.0212185,http://doi.org/10.1371/journal.pone.0212185,JP
57,-99.25,18.53333333,250,923,"Ibarra, AD; Mariano, NA; Sorani, V; Flores-Franco, G; Alquicira, ER; Wehncke, EV",2019,Physical environmental conditions determine ubiquitous spatial differentiation of standing plants and seedbanks in Neotropical riparian dry forests,PLOS ONE,10.1371/journal.pone.0212185,http://doi.org/10.1371/journal.pone.0212185,JP
58,-99.25,18.53333333,250,923,"Ibarra, AD; Mariano, NA; Sorani, V; Flores-Franco, G; Alquicira, ER; Wehncke, EV",2019,Physical environmental conditions determine ubiquitous spatial differentiation of standing plants and seedbanks in Neotropical riparian dry forests,PLOS ONE,10.1371/journal.pone.0212185,http://doi.org/10.1371/journal.pone.0212185,JP
59,-99.25,18.53333333,250,923,"Ibarra, AD; Mariano, NA; Sorani, V; Flores-Franco, G; Alquicira, ER; Wehncke, EV",2019,Physical environmental conditions determine ubiquitous spatial differentiation of standing plants and seedbanks in Neotropical riparian dry forests,PLOS ONE,10.1371/journal.pone.0212185,http://doi.org/10.1371/journal.pone.0212185,JP
60,-35.91666667,-8.233333333,216,599,"Oliveira, PAD; dos Santos, JMFF; Araujo, ED; dos Santos, DM; Santos, AMM; da Silva, KA",2019,Natural regeneration of the vegetation of an abandoned agricultural field in a semi-arid region: a focus on seed bank and above-ground vegetation,BRAZILIAN JOURNAL OF BOTANY,10.1007/s40415-018-0510-8,http://doi.org/10.1007/s40415-018-0510-8,JP
61,-35.91666667,-8.233333333,216,599,"Oliveira, PAD; dos Santos, JMFF; Araujo, ED; dos Santos, DM; Santos, AMM; da Silva, KA",2019,Natural regeneration of the vegetation of an abandoned agricultural field in a semi-arid region: a focus on seed bank and above-ground vegetation,BRAZILIAN JOURNAL OF BOTANY,10.1007/s40415-018-0510-8,http://doi.org/10.1007/s40415-018-0510-8,JP
62,-35.91666667,-8.233333333,216,599,"dos Santos, DM; dos Santos, JMFF; da Silva, KA; de Araujo, VKR; Araujo, ED",2016,"Composition, species richness, and density of the germinable seed bank over 4 years in young and mature forests in Brazilian semiarid regions",JOURNAL OF ARID ENVIRONMENTS,10.1016/j.jaridenv.2016.02.012,http://doi.org/10.1016/j.jaridenv.2016.02.012,JP
63,-35.91666667,-8.233333333,216,599,"dos Santos, DM; dos Santos, JMFF; da Silva, KA; de Araujo, VKR; Araujo, ED",2016,"Composition, species richness, and density of the germinable seed bank over 4 years in young and mature forests in Brazilian semiarid regions",JOURNAL OF ARID ENVIRONMENTS,10.1016/j.jaridenv.2016.02.012,http://doi.org/10.1016/j.jaridenv.2016.02.012,JP
64,-35.91666667,-8.233333333,216,599,"Mendes, LB; da Silva, KA; dos Santos, DM; dos Santos, JMFF; de Albuquerque, UP; Araujo, ED",2015,What happens to the soil seed bank 17 years after clear cutting of vegetations?,REVISTA DE BIOLOGIA TROPICAL,10.15517/rbt.v63i2.14683,http://doi.org/10.15517/rbt.v63i2.14683,NSH
65,-35.91666667,-8.233333333,216,599,"da Silva, KA; dos Santos, DM; dos Santos, JMFF; de Albuquerque, UP; Ferraz, EMN; Araujo, ED",2013,Spatio-temporal variation in a seed bank of a semi-arid region in northeastern Brazil,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,10.1016/j.actao.2012.10.008,http://doi.org/10.1016/j.actao.2012.10.008,JP
66,-35.91666667,-8.233333333,216,599,"Oliveira, PAD; dos Santos, JMFF; Araujo, ED; dos Santos, DM; Santos, AMM; da Silva, KA",2019,Natural regeneration of the vegetation of an abandoned agricultural field in a semi-arid region: a focus on seed bank and above-ground vegetation,BRAZILIAN JOURNAL OF BOTANY,10.1007/s40415-018-0510-8,http://doi.org/10.1007/s40415-018-0510-8,JP
67,-35.91666667,-8.233333333,216,599,"Oliveira, PAD; dos Santos, JMFF; Araujo, ED; dos Santos, DM; Santos, AMM; da Silva, KA",2019,Natural regeneration of the vegetation of an abandoned agricultural field in a semi-arid region: a focus on seed bank and above-ground vegetation,BRAZILIAN JOURNAL OF BOTANY,10.1007/s40415-018-0510-8,http://doi.org/10.1007/s40415-018-0510-8,JP
68,-35.91666667,-8.233333333,216,599,"dos Santos, DM; dos Santos, JMFF; da Silva, KA; de Araujo, VKR; Araujo, ED",2016,"Composition, species richness, and density of the germinable seed bank over 4 years in young and mature forests in Brazilian semiarid regions",JOURNAL OF ARID ENVIRONMENTS,10.1016/j.jaridenv.2016.02.012,http://doi.org/10.1016/j.jaridenv.2016.02.012,JP
69,-35.91666667,-8.233333333,216,599,"dos Santos, DM; dos Santos, JMFF; da Silva, KA; de Araujo, VKR; Araujo, ED",2016,"Composition, species richness, and density of the germinable seed bank over 4 years in young and mature forests in Brazilian semiarid regions",JOURNAL OF ARID ENVIRONMENTS,10.1016/j.jaridenv.2016.02.012,http://doi.org/10.1016/j.jaridenv.2016.02.012,JP
70,-35.91666667,-8.233333333,216,599,"Mendes, LB; da Silva, KA; dos Santos, DM; dos Santos, JMFF; de Albuquerque, UP; Araujo, ED",2015,What happens to the soil seed bank 17 years after clear cutting of vegetations?,REVISTA DE BIOLOGIA TROPICAL,10.15517/rbt.v63i2.14683,http://doi.org/10.15517/rbt.v63i2.14683,NSH
71,-35.91666667,-8.233333333,216,599,"da Silva, KA; dos Santos, DM; dos Santos, JMFF; de Albuquerque, UP; Ferraz, EMN; Araujo, ED",2013,Spatio-temporal variation in a seed bank of a semi-arid region in northeastern Brazil,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,10.1016/j.actao.2012.10.008,http://doi.org/10.1016/j.actao.2012.10.008,JP
72,-117.2666667,33.5,170,324,"Valliere, JM; Balch, S; Bell, C; Contreras, C; Hilbig, BE",2019,Repeated mowing to restore remnant native grasslands invaded by nonnative annual grasses: upsides and downsides above and below ground,RESTORATION ECOLOGY,10.1111/rec.12873,http://doi.org/10.1111/rec.12873,JP
73,9.9,51.36666667,81,702,"Schmidt, JH; Junge, S; Finckh, MR",2019,Cover crops and compost prevent weed seed bank buildup in herbicide-free wheat-potato rotations under conservation tillage,ECOLOGY AND EVOLUTION,10.1002/ece3.4942,http://doi.org/10.1002/ece3.4942,JP
74,9.733333333,48.33333333,82,839,"Valdez, JW; Hartig, F; Fennel, S; Poschlod, P",2019,The Recruitment Niche Predicts Plant Community Assembly Across a Hydrological Gradient Along Plowed and Undisturbed Transects in a Former Agricultural Wetland,FRONTIERS IN PLANT SCIENCE,10.3389/fpls.2019.00088,http://doi.org/10.3389/fpls.2019.00088,JP
75,-119.65,43.03333333,68,280,"Wang, YC; Chu, L; Daryanto, S; Lu, LY; Ala, M; Wang, LX",2019,Sand dune stabilization changes the vegetation characteristics and soil seed bank and their correlations with environmental factors,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2018.08.093,http://doi.org/10.1016/j.scitotenv.2018.08.093,JP
76,-42.63333333,-21.06666667,204,1341,"Silva, KD; Martins, SV; Neto, AM; Lopes, AT",2019,Soil Seed Banks in a Forest Under Restoration and in a Reference Ecosystem in Southeastern Brazil,FLORESTA E AMBIENTE,10.1590/2179-8087.004719,http://doi.org/10.1590/2179-8087.004719,JP
77,-42.63333333,-21.06666667,204,1341,"Silva, KD; Martins, SV; Neto, AM; Lopes, AT",2019,Soil Seed Banks in a Forest Under Restoration and in a Reference Ecosystem in Southeastern Brazil,FLORESTA E AMBIENTE,10.1590/2179-8087.004719,http://doi.org/10.1590/2179-8087.004719,JP
78,-42.63333333,-21.06666667,204,1341,"Silva, KD; Martins, SV; Neto, AM; Lopes, AT",2019,Soil Seed Banks in a Forest Under Restoration and in a Reference Ecosystem in Southeastern Brazil,FLORESTA E AMBIENTE,10.1590/2179-8087.004719,http://doi.org/10.1590/2179-8087.004719,JP
79,-42.63333333,-21.06666667,204,1341,"Silva, KD; Martins, SV; Neto, AM; Lopes, AT",2019,Soil Seed Banks in a Forest Under Restoration and in a Reference Ecosystem in Southeastern Brazil,FLORESTA E AMBIENTE,10.1590/2179-8087.004719,http://doi.org/10.1590/2179-8087.004719,JP
80,-42.56666667,-21.01666667,204,1341,"Balestrin, D; Martins, SV; Fonseca, W; Cosimo, LHE",2019,RELATIONSHIP BETWEEN SOIL SEED BANK AND CANOPY COVERAGE IN A MINED AREA,REVISTA ARVORE,10.1590/1806-90882019000400003,http://doi.org/10.1590/1806-90882019000400003,JP
81,-43.91666667,-14.8,245,812,"Menezes, JC; Neto, OCC; Azevedo, IFP; Machado, AO; Nunes, YRF",2019,Soil Seed Bank at Different Depths and Light Conditions in a Dry Forest in Northern Minas Gerais,FLORESTA E AMBIENTE,10.1590/2179-8087.031417,http://doi.org/10.1590/2179-8087.031417,JP
82,8.683333333,50.53333333,90,717,"Seibert, R; Grunhage, L; Muller, C; Otte, A; Donath, TW",2019,Raised atmospheric CO2 levels affect soil seed bank composition of temperate grasslands,JOURNAL OF VEGETATION SCIENCE,10.1111/jvs.12699,http://doi.org/10.1111/jvs.12699,JP
83,106.75,37.11666667,71,348,"Hu, A; Zhang, J; Chen, XJ; Millner, JP; Chang, SH; Bowatte, S; Hou, FJ",2019,"The composition, richness, and evenness of seedlings from the soil seed bank of a semi-arid steppe in northern China are affected by long-term stocking rates of sheep and rainfall variation",RANGELAND JOURNAL,10.1071/RJ18025,http://doi.org/10.1071/RJ18025,JP
84,153.0666667,-27.33333333,202,1197,"Grieger, R; Capon, S; Hadwen, W",2019,Resilience of coastal freshwater wetland vegetation of subtropical Australia to rising sea levels and altered hydrology,REGIONAL ENVIRONMENTAL CHANGE,10.1007/s10113-018-1399-2,http://doi.org/10.1007/s10113-018-1399-2,JP
85,4.383333333,7.116666667,267,1508,"Akinyemi, DS; Oseni, SR; Oke, SO",2019,"Effect of heat on soil seedbank of three contrasting physiognomies in Shasha forest reserve, Southwestern Nigeria",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,10.1016/j.actao.2018.03.009,http://doi.org/10.1016/j.actao.2018.03.009,JP
86,139.15,35.46666667,119,1802,"Tamura, A",2019,Potential of soil seed banks for vegetation recovery following deer exclusions under different periods of chronic herbivory in a beech forest in eastern Japan,ECOLOGICAL RESEARCH,10.1111/1440-1703.1060,http://doi.org/10.1111/1440-1703.1060,JP
87,139.15,35.46666667,119,1802,"Tamura, A",2016,Potential of soil seed banks in the ecological restoration of overgrazed floor vegetation in a cool-temperate old-growth damp forest in eastern Japan,JOURNAL OF FOREST RESEARCH,10.1007/s10310-015-0509-y,http://doi.org/10.1007/s10310-015-0509-y,NSH
