PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Alard, D; Poudevigne, I; Dutoit, T; Decaens, T				Alard, D; Poudevigne, I; Dutoit, T; Decaens, T			Dynamics of biodiversity in a changing space - The case of chalk grasslands in the lower section of the Seine Valley	ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY												Research has been carried out on the biodiversity of chalk grassland ecosystems in the Seine valley. We have recorded vegetation (plant communities, seed bank) and soil characteristics (macrofaunal communities and abiotic conditions) following several sampling procedures balled an temporal or spatial gradients. The aim is to test two research hypothesis concerning i) the different rythms of compartimental changes in a dynamic ecosystem, and ii) the spatial dimension of biodiversity. For the taxinomical groups studied, results show significant changes in biodiversity along successional gradients. However, these dynamics do not occur at the same rate, which suggests inertia between ecosystem components and differences in recorded dynamics. We underline that measures of biodiversity must take into account this temporal dimension in order to have a predictive value (notion of ecological organization). It is also suggested that the scale at which biodiversity is measured is not necessarily that of the studied ecosystem (notion of functional unit of a compartiment). (C) Elsevier, Paris.				Durance, Isabelle/F-4487-2010; Decaens, Thibaud/AAA-5287-2020; Dutoit, Thierry/AAB-7398-2019	Dutoit, Thierry/0000-0001-9461-9215												1146-609X					MAY-JUN	1998	19	3					275	284		10.1016/S1146-609X(98)80031-3							WOS:000075226700009						
J	Pegtel, DM				Pegtel, Dick M.			Rare vascular plant species at risk: recovery by seeding?	APPLIED VEGETATION SCIENCE												. Rare vascular plant species are endangered worldwide. Population losses are most commonly caused by human-related factors. Conservation management seeks to halt this adverse trend and if possible, to enhance long-lasting self-sustainable populations. In general, rare species are poorly recruited from seed banks, or disperse themselves very poorly. It may be a management option to translocate such plants by seeds and/or transplants. This paper asks which problems may be faced. It is argued that translocation is only acceptable if it is based on knowledge of species biology and ecology and the size and structure of its geographic range through time. Such knowledge of rare species is often lacking. The finite management goal can only be achieved if conservationists closely cooperate with both ecologists and geneticists.																	1402-2001					MAY	1998	1	1					67	74		10.2307/1479086							WOS:000208471800009						
J	Willems, JH; Bik, LPM				Willems, J. H.; Bik, L. P. M.			Restoration of high species density in calcareous grassland: the role of seed rain and soil seed bank	APPLIED VEGETATION SCIENCE												. A small-scale restoration experiment concerning a species-rich calcareous grassland was conducted over a 7-yr period. 20 yr of abandonment (1971-1990) resulted in both a strong reduction of the number of species and an absolute dominance of the shrub Crataegus monogyna and the grass Brachypodium pinnatum - which contributed 98% of the above-ground herb phytomass. The plot (3 m x 6 m) was cleared in September 1990 and thereafter yearly mown in autumn. Small soil seed bank samples were taken immediately after clearing and again in the autumn of 1996. The inner part of the plot showed a reduced soil seed bank compared to the plot underneath the vegetation outside the plot in 1990. Six years later an increased number of seeds in the soil in this inside area could be recorded mainly in the upper soil layer, although the amount was only 40% compared to the outside or control area. Ca. 20% of the species present in the restored vegetation were recorded in seed traps during the main seed dispersal period in 1997. Restoration of high species richness in the plot was a fast process during the first few years: from seven species in 1990 towards 39 three years later. This was significantly faster than the restoration process of the calcareous grassland at the same slope 20 yr earlier. This was probably due to the increased size of the community species pool at the site as a result of appropriate management during the last decades. Relative species number increase was highest at the largest scale during this experiment, viz. at the total plot area. The success of restoration of species-rich, dry grassland vegetation largely depends on the interaction between several conditions, e.g. seed availability, either originating from the seed rain or soil seed bank, favourable germination conditions and a successful development to a mature, seed producing individual. Germination and establishment strongly depend on suitable vegetation structure as a result of sustainable management.																	1402-2001	1654-109X				MAY	1998	1	1					91	100		10.2307/1479088							WOS:000208471800011						
J	Mortimer, SR; Hollier, JA; Brown, VK				Mortimer, Simon R.; Hollier, John A.; Brown, Valerie K.			Interactions between plant and insect diversity in the restoration of lowland calcareous grasslands in southern Britain	APPLIED VEGETATION SCIENCE												. The lowland calcareous grasslands of northwestern Europe are highly prized by ecologists and conservationists as a result of the diversity of their plant and invertebrate communities. Large areas of such grasslands have been lost this century as a result of changes in agricultural land use. Recent changes in agricultural policies, in particular the introduction of agri-environmental incentive schemes, have resulted in an increasing area being managed for the restoration of these communities. This paper reviews the management techniques employed in the restoration of lowland calcareous grasslands and the factors that govern their success. Constraints on the enhancement of the plant diversity of restoration sites include high soil fertility and the presence of undesirable species in the soil seed bank. However, it is thought that the primary constraint is the availability of propagules from which new populations can be established. Similarly, the dispersal mode and ability of insect species is likely to be the major factor limiting the enhancement of insect diversity. Evaluation of the success of restoration management usually involves monitoring changes in the plant community. However, as a result of their short life-cycles and sensitivity to small-scale environmental conditions, insects may respond more rapidly to changes resulting from restoration management and therefore provide better indicators of success. With the exception of a few high-profile butterfly species, the use of insects as indicator taxa has largely been neglected in terrestrial systems. This paper illustrates their potential use with reference to lowland calcareous grasslands in southern Britain.				Mortimer, Simon R/B-5154-2008	Mortimer, Simon R/0000-0001-6160-6741												1402-2001					MAY	1998	1	1					101	114		10.2307/1479089							WOS:000208471800012						
J	van Duren, IC; Strykstra, RJ; Grootjans, AP; ter Heerdt, GNJ; Pegtel, DM				van Duren, I. C.; Strykstra, R. J.; Grootjans, A. P.; ter Heerdt, G. N. J.; Pegtel, D. M.			A multidisciplinary evaluation of restoration measures in a degraded Cirsio-Molinietum fen meadow	APPLIED VEGETATION SCIENCE												. An integrated multidisciplinary approach including descriptive and experimental research of environmental and biotic factors was used to evaluate an attempt to restore a species-rich fen meadow, phytosociologically belonging to the Cirsio-Molinietum. Expert judgement and preliminary research indicated that soil acidification, due to drainage in the surrounding area, caused the degeneration of the fen meadow. Flooding the meadow with surface water was applied in order to stop acidification. A small irrigated wetland (helophyte filter) was constructed to reduce nutrient availability in the surface water. Sod cutting was applied in a small area as well. The two measures were evaluated through: (1) measurements of hydrological and soil factors, (2) seed bank analysis, (3) recording species composition in permanent plots, (4) assessing the type and extent of nutrient limitation using a full-factorial fertilization experiment, (5) assessing the effect of liming on vegetation biomass, and (6) recording the growth of three introduced fen meadow species in the liming experiment. The research was carried out in a degraded site with intact vegetation, a degraded site where the top soil was removed by sod cutting and a reference site with intact Cirsio-Molinietum vegetation. Groundwater levels in the degraded and the stripped site differed slightly from those of the reference site but they were within the range of Cirsio-Molinietum requirements. Groundwater quality slightly improved in the stripped site. Top-soil removal considerably reduced the macro-nutrient contents and caused a stronger P-deficiency. No increase in soil pH was observed immediately after top-soil removal. A small increase in soil pH was found after five years in the stripped site, indicating a slight recovery from acidification. Liming after top-soil removal had little effect on the soil pH after six months but stimulated the growth of established species such as Agrostis canina. Few viable seeds of characteristic fen meadow species were present in the seed banks of both degraded and well developed fen meadow sites. The species composition after top soil removal reflected the seed bank of the degraded fen meadow and establishment of characteristic fen meadow species was poor, even after five years. The introduced species (Carex hostiana, C. panicea, Cirsium dissectum) survived during the first year in both the degraded and the stripped site. Liming initially stimulated the growth of two species, but in the second year this effect disappeared. After two years, none of the introduced species survived at the stripped site. The restoration measures failed so far, probably because acidification could not be counteracted satisfactorily. Finally, it was concluded that our multidisciplinary approach enables us to draw proper conclusions and that it is suitable for other restoration attempts as well.				Grootjans/I-1638-2012; van Duren, Iris/A-8600-2014													1402-2001	1654-109X				MAY	1998	1	1					115	130		10.2307/1479090							WOS:000208471800013						
J	Poschlod, P; Kiefer, S; Trankle, U; Fischer, S; Bonn, S				Poschlod, P.; Kiefer, S.; Traenkle, U.; Fischer, S.; Bonn, S.			Plant species richness in calcareous grasslands as affected by dispersability in space and time	APPLIED VEGETATION SCIENCE												. Species richness in calcareous grassland is discussed against the background of historical dispersal processes associated with traditional land-use management such as grazing, but also the artificial establishment by hayseed. Important vectors in the traditionally man-made landscape were sheep and cattle or other livestock such as goats. Calcareous grasslands were not only connected to each other but also to other habitats such as villages, forests, arable fields and heathlands by these vectors which could cover large distances (e.g. transhumance shepherding), which is not the case in the current man-made landscape. Species richness after restoration management of abandoned and afforested calcareous grasslands was predicted by using characters of dispersability in space and time. These were the persistence of the species in the vegetation and the diaspore bank after abandonment or afforestation and the dispersal capacity through wind and sheep. The results reveal that reintroduction of sheep grazing is necessary to reestablish the original species richness. The first validation of the prediction of the succession on clear-cut sites and a comparison with data of species composition in abandoned quarries and the surroundings made it obvious that a species' own dispersal capacity in space is very low except for some well wind-dispersed species. Therefore, it is recommended to include and to simulate dispersal processes in future management to be able to restore the original species richness.				Poschlod, Peter/AAF-7902-2019													1402-2001					MAY	1998	1	1								10.2307/1479087							WOS:000208471800010						
J	Qi, MQ; Scarratt, JB				Qi, MQ; Scarratt, JB			Effect of harvesting method on seed bank dynamics in a boreal mixedwood forest in northwestern Ontario	CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE												The effects of harvesting on seed bank dynamics in a boreal mixedwood forest were studied on replicated 10-ha treatment blocks harvested by different clear-cutting or partial-cutting systems in the fall of 1993. From 1994 to 1995 we monitored seed rain, soil seed banks, and seasonal changes in species composition in understory vegetation and seed banks in all harvest blocks plus three uncut controls. No persistent conifers were found in the soil seed banks of any treatment. The number of seeds of other species generally decreased with soil depth in all treatments, with the lower layer of organic soil yielding the highest numbers of seedlings. Many seeds of sedges and some herbs were found in the upper mineral soil horizon, indicating significant longevity. While disturbance by harvesting operations altered the distribution of seeds in the soil profile, harvesting method had little effect on the total number of species present in post-harvest seed banks or understory vegetation. There were no differences in seasonal compositional changes between treatments. Seed rain monitoring indicated that few conifer seeds were added to the seed bank. Betula papyrifera Marsh. was the dominant tree species in seed rain in the partial cutting treatments. However, in the second post-harvest year on clear cut sites sedges and grasses increased from less than 1 to 14% of seed rain. The results suggest that predominantly hardwood stands with prolific understory vegetation will initially develop on the treated sites, with a variable, but depleted conifer content.																	0008-4026					MAY	1998	76	5					872	883		10.1139/b98-061							WOS:000076135800015						
J	Janssens, F; Peeters, A; Tallowin, JRB; Bakker, JP; Bekker, RM; Fillat, F; Oomes, MJM				Janssens, F; Peeters, A; Tallowin, JRB; Bakker, JP; Bekker, RM; Fillat, F; Oomes, MJM			Relationship between soil chemical factors and grassland diversity	PLANT AND SOIL												Many studies carried out during these last few years have focused on the factors influencing plant diversity in species-rich grasslands. This is due to the fact that these ecosystems, among the most diversified in temperate climates, are extremely threatened; in some areas, they have almost disappeared. The re-establishment of these habitats implies to know the living conditions of the associations to be recreated. Very often, the typical species of these communities have become so rarefied that the seed bank or the seed rain are not sufficient to recreate the plant community. Most of the time, to achieve the restoration of these communities, they have to be totally recreated by sowing. For the restoration or the maintenance of the community, the soil chemical characteristics have also to be appropriate or if not modified. This research tends to establish a relation between some soil chemical factors and the plant diversity of a great number of stations. This research has illuminated the relationship between soil extractable phosphorus and potassium and plant diversity. Over 5 mg of phosphorus per 100 g of dry soil (acetate + EDTA extraction), no station containing more than 20 species per 100 m(2) has been found. The highest number of species is found below the optimum content of the soil for plant nutrition (5-8 mg P/100 g). Concerning the potassium, the highest number of species is found at 20 mg/100, a value corresponcing to an optimum content of the soil for plant nutrition. High potassium contents, in opposition to phosphorus contents, are thus compatible with high values of diversity. Other factors (i.e. pH, organic matter, total nitrogen and calcium) do not show so clearly a relation with plant diversity. Excess of N-NO3 is known for its negative effect on the diversity of plant communities. In these environments, apart from the atmospheric deposits which can be important in some areas, N-NO3 is derived mainly from the symbiotic fixation of atmospheric nitrogen by legumes as well as from the mineralization of the organic matter of the soil. It is possible that, when in small quantities, the available soil phosphorus could be a limiting factor of the N-NO3 supply by these two sources. In this hypothesis, nitrogen would remain the main element limitating plant diversity but its availability would be controlled by phosphorus.				Peeters, Anna/M-8284-2019	Peeters, Anna/0000-0003-4340-9132												0032-079X	1573-5036				MAY	1998	202	1					69	78		10.1023/A:1004389614865							WOS:000075847300008						
J	Davies, A; Waite, S				Davies, A; Waite, S			The persistence of calcareous grassland species in the soil seed bank under developing and established scrub	PLANT ECOLOGY												The relationships between the composition of the soil seed bank, the field layer vegetation, and the scrub canopy were investigated along a 69 m transect, grading from incipient woodland, through scrub, into intensively rabbit-grazed calcareous grassland. The results are used to assess the persistence of species associated with open calcareous grassland in the seed bank under developing scrub. Scrub age, composition and density, changed along the transect from the woodland to open grassland. A total of 35 forb and grass species were found in the field layer. The pattern evident in the scrub layer was also reflected in the herbaceous vegetation. The field layer in the most closed portion of the transect, where the scrub was oldest, was dominated by shade-tolerant species normally associated with woodland habitats. The abundance of these species decreased along the transect as the scrub age declined, and the field layer became increasingly dominated by species typical of open grassland. A total of 47 species germinated from the seed bank. Few species were recorded in the seed bank along the entire length of the transect. Overall, the seed bank was dominated by Hypericum perforatum and Centaurium erythraea, which accounted for 38.2% and 28.6% of emerging seedlings respectively. As with a number of similar studies, the composition of the seed bank had a low correspondence with the composition of the field layer vegetation. The results also emphasise that the composition of the seed bank can be viewed as an 'ecological palimpsest', with germinable seed of species from each stage of the old-field succession occurring in the soil. The seed bank is an important component in the re-vegetation of an area after disturbance such as scrub removal. This study supports the findings of previous research in showing that relatively few characteristic calcareous grassland species form persistent seed banks. The soil seed bank would therefore appear to be of limited value in the restoration of such grassland following scrub removal.																	1385-0237					MAY	1998	136	1					27	39		10.1023/A:1009759227900							WOS:000073976100003						
J	Kotiluoto, R				Kotiluoto, R			Vegetation changes in restored semi-natural meadows in the turku Archipelago of SW Finland	PLANT ECOLOGY												In the Turku Archipelago of SW Finland the traditional animal husbandry dramatically decreased in 1950s after which the unused semi-natural pastures and meadows began to develop into less species rich shrub and tree communities. Restoration of some semi-natural meadows and pastures started in the late 1970s. Removing trees and shrubs, grazing, mowing, and pollarding deciduous trees were used as restoration of practises. Vegetation changes were followed from forty-one permanent sample plots established on restored areas. In this paper the data before restoration and 7-8 years after the first monitoring was analysed with parametric tests. The sample plots were divided into three restoration groups where the main restoration practises were: group 1. grazing, group 2. thinning (clearing plots from shrubs and removing some trees), group 3. thinning, mowing, and grazing told wooded meadows). The results showed that: (1) The vegetation changed during analysed time. The number of species increased in all restored areas even though the changes were more pronounced in grazed areas and wooded meadows than in thinned areas. During restoration many common herb and grass species immigrated into the sample plots, but very few new indicator species of meadows were recorded. Most of the new species were found in few numbers in a sample plot which led to the significant increase in the number of sparse species (percentage cover < 1) in all restoration groups. The grasses benefited more from the restoration than herbs increasing their percentage cover significantly in grazed areas and in wooded meadows. In thinned areas the total percentage cover of the ten most dominant herb and grass species increased significantly. (2) The different restoration groups changed vegetation quite similarly. In grazed areas and in wooded meadows significant changes were slightly more numerous than in thinned areas. (3) The differences between the islands in vegetation changes were not pronounced. The added variance components among islands increased during restoration which probably indicated that the restoration practises as well as the species pool of the islands influenced the success of restoration.																	1385-0237	1573-5052				MAY	1998	136	1					53	67		10.1023/A:1009781217847							WOS:000073976100005						
