PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Le Maitre, DC; Gaertner, M; Marchante, E; Ens, EJ; Holmes, PM; Pauchard, A; O'Farrell, PJ; Rogers, AM; Blanchard, R; Blignaut, J; Richardson, DM				Le Maitre, David C.; Gaertner, Mirijam; Marchante, Elizabete; Ens, Emilie-Jane; Holmes, Patricia M.; Pauchard, Anibal; O'Farrell, Patrick J.; Rogers, Andrew M.; Blanchard, Ryan; Blignaut, James; Richardson, David M.			Impacts of invasive Australian acacias: implications for management and restoration	DIVERSITY AND DISTRIBUTIONS												Aim The biophysical impacts of invasive Australian acacias and their effects on ecosystem services are explored and used to develop a framework for improved restoration practices. Location South Africa, Portugal and Chile. Methods A conceptual model of ecosystem responses to the increasing severity (density and duration) of invasions was developed from the literature and our knowledge of how these impacts affect options for restoration. Case studies are used to identify similarities and differences between three regions severely affected by invasions of Australian acacias: Acacia dealbata in Chile, Acacia longifolia in Portugal and Acacia saligna in South Africa. Results Australian acacias have a wide range of impacts on ecosystems that increase with time and disturbance, transform ecosystems and alter and reduce ecosystem service delivery. A shared trait is the accumulation of massive seed banks, which enables them to become dominant after disturbances. Ecosystem trajectories and recovery potential suggest that there are important thresholds in ecosystem state and resilience. When these are crossed, options for restoration are radically altered; in many cases, autogenic (self-driven and self-sustaining) recovery to a pre-invasion condition is inhibited, necessitating active intervention to restore composition and function. Main conclusions The conceptual model demonstrates the degree, nature and reversibility of ecosystem degradation and identifies key actions needed to restore ecosystems to desired states. Control and restoration operations, particularly active restoration, require substantial short- to medium-term investments, which can reduce losses of biodiversity and ecosystem services, and the costs to society in the long term. Increasing restoration effectiveness will require further research into linkages between impacts and restoration. This research should involve scientists, practitioners and managers engaged in invasive plant control and restoration programmes, together with society as both the investors in, and beneficiaries of, more effective restoration.				O'Farrell, Patrick J/B-6898-2008; blanchard, ryan/B-8856-2017; Marchante, Elizabete/D-3858-2011; Le Maitre, David/M-8791-2015; Pauchard, Anibal/B-5034-2008; Blignaut, James N/U-1755-2017; Richardson, David M/A-1495-2008	O'Farrell, Patrick J/0000-0002-9538-8831; blanchard, ryan/0000-0002-3560-4133; Marchante, Elizabete/0000-0003-1303-7489; Le Maitre, David/0000-0003-1037-6637; Pauchard, Anibal/0000-0003-1284-3163; Richardson, David M/0000-0001-9574-8297; Blignaut, James/0000-0001-7059-9010; Ens, Emilie/0000-0001-7732-5063												1366-9516	1472-4642				SEP	2011	17	5			SI		1015	1029		10.1111/j.1472-4642.2011.00816.x							WOS:000294655400018						
J	Alvarez, LJ; Epstein, HE; Li, J; Okin, GS				Alvarez, L. J.; Epstein, H. E.; Li, J.; Okin, G. S.			Spatial patterns of grasses and shrubs in an arid grassland environment	ECOSPHERE												In the Chihuahuan Desert of Mexico and New Mexico, shrub invasion is a common problem, and once-abundant grassland ecosystems are being replaced by shrub-dominated habitat. The spatial arrangement of grasses and shrubs in these arid grasslands can provide better insight into community dynamics and can provide information on grass shrub interactions. To better understand the dynamics of the Chihuahuan Desert ecosystem and to provide information regarding the interactions between grasses and shrubs, we examined the spatial patterns of grasses and shrubs in remaining grass-dominated areas, interspersed with some shrubs. We developed 18, 10 x 20 m vegetation distribution plots by mapping the location of all grasses and shrubs on each and repeating the measurements three years later. Spatial patterns were then assessed for each plot using a second-order spatial statistic, Ripley's K-function, as well as any observed changes in the spatial patterns over a three-year period. We observed clumped grass distributions, indicating a lack of competition among grasses; random shrub distributions; and even grass distribution with respect to shrub locations, indicating competition between grasses and shrubs. We also observed a tendency for grass distributions to become more even over time, and grasses to become less even with respect to shrub locations over time. These changes occurred during a period of greater than average rainfall, indicating that greater water availability may lead to increased competition among grasses and decreased competition between grasses and shrubs.				Dulvy, Nicholas/I-2895-2012; Okin, Greg/D-3226-2019; Gill, Jennifer/A-7759-2008; Alvarez-Filip, Lorenzo/C-9552-2011	Alvarez-Filip, Lorenzo/0000-0002-5726-7238; Dulvy, Nicholas/0000-0002-4295-9725												2150-8925					SEP	2011	2	9							UNSP 103	10.1890/ES11-00104.1							WOS:000208811000005						
J	Ma, MJ; Zhou, XH; Du, GZ				Ma, Miaojun; Zhou, Xianhui; Du, Guozhen			Soil seed bank dynamics in alpine wetland succession on the Tibetan Plateau	PLANT AND SOIL												The primary goal was to address several questions with regard to how soil seed banks change in a successional series. How does the composition of the viable seed bank change, and how does the relationship of the soil seed bank and vegetation change with succession? Can the seed bank be regarded as a potential as a source of seeds for wetland restoration? We collected soil seed bank samples and sampled the vegetation in four different successional stages and used the NMDS (nonmetric multidimensional scaling) to evaluate the relationship of species composition between the seed banks and vegetation. The difference of seed density and species richness in different habitats and soil depths also was compared. Viable seeds of half (37) the species in the early-successional stage were found in all the successional stages. Similarity between seed bank and vegetation increased with succession. Both seed density and species richness in the seed bank increased with successional age and decreased with soil depth. The majority of species from the early-successional stage produced long-lived seeds. Seed density and species richness increased with succession, mainly as a result of increasing seed production, and hypotheses predicting decreasing density of buried seeds and species richness were not confirmed. Seed banks play a minor role in contributing to the regeneration of vegetation, and managers cannot rely on soil-stored seed banks for restoration of wetlands.				Ma, Miaojun/E-1320-2012													0032-079X					SEP	2011	346	1-2					19	28		10.1007/s11104-011-0790-2							WOS:000293967500003						
J	Joly, M; Bertrand, P; Gbangou, RY; White, MC; Dube, J; Lavoie, C				Joly, Martin; Bertrand, Pascale; Gbangou, Roland Y.; White, Marie-Catherine; Dube, Jean; Lavoie, Claude			Paving the Way for Invasive Species: Road Type and the Spread of Common Ragweed (Ambrosia artemisiifolia)	ENVIRONMENTAL MANAGEMENT												Roads function as prime habitats and corridors for invasive plant species. Yet despite the diversity of road types, there is little research on the influence of these types on the spread of invaders. Common ragweed (Ambrosia artemisiifolia), a plant producing large amounts of allergenic pollen, was selected as a species model for examining the impact of road type on the spread of invasive plants. We examined this relationship in an agricultural region of Quebec, Canada. We mapped plant distribution along different road types, and constructed a model of species presence. Common ragweed was found in almost all sampling sites located along regional (97%) and local paved (81%) roads. However, verges of unpaved local roads were rarely (13%) colonized by the plant. A model (53% of variance explained), constructed with only four variables (paved regional roads, paved local roads, recently mown road verges, forest cover), correctly predicted (success rate: 89%) the spatial distribution of common ragweed. Results support the hypothesis that attributes associated with paved roads strongly favour the spread of an opportunistic invasive plant species. Specifically, larger verges and greater disturbance associated with higher traffic volume create propitious conditions for common ragweed. To date, emphasis has been placed on controlling the plant in agricultural fields, even though roadsides are probably a much larger seed source. Strategies for controlling the weed along roads have only focused on major highways, even though the considerable populations along local roads also contribute to the production of pollen. Management prioritizations developed to control common ragweed are thus questionable.				Lavoie, Claude/A-1601-2011; GAO, Jianan/R-6090-2016; Dube, John/P-2731-2015; lafreniere, judy/R-9281-2016; Bojanowski, Angelique/R-8243-2016; DANSOU, dossa Hyppolite/R-9367-2016; Bah, Idiatou/R-9375-2016	Lavoie, Claude/0000-0001-6510-5178; Dube, Jean/0000-0003-3445-3449												0364-152X					SEP	2011	48	3					514	522		10.1007/s00267-011-9711-7							WOS:000293636400011	21710219					
J	Albrecht, MA; McCarthy, BC				Albrecht, Matthew A.; McCarthy, Brian C.			Variation in dormancy and germination in three co-occurring perennial forest herbs	PLANT ECOLOGY												Mesic deciduous forest herbs often disperse seed with morphophysiological dormancy (MPD) that prevents germination during unfavorable periods for seedling survival. However, for seeds of some species with MPD, seasonal separation of root and shoot emergence and variation in dormancy levels can complicate interpretation of seedling emergence timing in the field. We tested whether dormancy-break and germination requirements differed among co-occurring perennial forest herbs, Actaea racemosa, Hydrastis canadensis, and Sanguinaria canadensis, which are wild-harvested for their medicinal properties and known to have MPD. Seeds of all species exhibited a summer -> autumn -> winter requirement for seedling emergence in spring. However, species differed in seed-bank persistence due to variation in primary dormancy levels and stratification requirement of seeds. A. racemosa and H. canadensis can form short-term persistent seed bank, whereas S. canadensis can form a long-term persistent seed-bank, regardless of whether elaiosomes were removed from seeds prior to burial. A. racemosa seeds are dispersed in autumn with weak physiological dormancy, as seeds germinated to high rates at 15/6A degrees C after 8 weeks. In contrast, most seeds of the summer dispersed species, H. canadensis and S. canadensis, require summer temperatures to overcome physiological dormancy. Consequently, seedling emergence is reduced and delayed by 1 year if seeds are not sown immediately following the period of natural dispersal. Seedling emergence was much lower in the field than in controlled conditions for all species, especially in the small-seeded A. racemosa. Interspecific variation in dormancy levels and germination traits must be considered when establishing populations for conservation purposes and in understanding recruitment limitation in perennial forest herbs.																	1385-0237					SEP	2011	212	9					1465	1477		10.1007/s11258-011-9921-3							WOS:000293344100006						
J	Jiao, JY; Han, LY; Jia, YF; Wang, N; Lei, D; Li, LY				Jiao, Juying; Han, Luyan; Jia, Yanfeng; Wang, Ning; Lei, Dong; Li, Linyu			Can seed removal through soil erosion explain the scarcity of vegetation in the Chinese Loess Plateau?	GEOMORPHOLOGY												Seed removal by water erosion may explain the sparse vegetation cover in systems like the Chinese Loess Plateau, which is characterized by severe soil erosion. The seeds from 16 species found on the plateau were examined in relation to the likelihood of their removal by erosion, as tested by rainfall simulation experiments. The experiments were performed over 1-m(2) plots with slopes of 10 degrees, 15 degrees, 20 degrees and 25 degrees for 60 min at intensities of 50 mm h(-1), 100 mm h(-1) and 150 mm h(-1), respectively. Seed loss occurred at simulated rainfall intensities of 100 mm h(-1) and 150 mm h(-1), with total seed loss rates of 26-33% and 59-67%, respectively. Most seeds were displaced, even at 50 mm h(-1). The degrees of seed loss and displacement varied among species. These data, in combination with data from our former research on propagule, seedling and population development in these species, indicate that the species with high seed loss rates either compensate by having a soil seed bank that produces seedlings during the growing season or reproduce by vegetative propagation; the species with no seed loss are still sparsely distributed. Seed germination and seedling survival seem to be more important than seed loss in determining establishment in these regions of the Loess Plateau. Seed translocation by water erosion, however, contributes to the observed distribution of vegetation in this geographic region. (C) 2011 Elsevier B.V. All rights reserved.																	0169-555X					SEP 1	2011	132	1-2					35	40		10.1016/j.geomorph.2011.04.033							WOS:000292672100004						
J	Frere, CH; Prentis, PJ; Gilding, EK; Mudge, AM; Cruickshank, A; Godwin, ID				Frere, Celine H.; Prentis, Peter J.; Gilding, Edward K.; Mudge, Agnieszka M.; Cruickshank, Alan; Godwin, Ian D.			Lack of Low Frequency Variants Masks Patterns of Non-Neutral Evolution following Domestication	PLOS ONE												Detecting artificial selection in the genome of domesticated species can not only shed light on human history but can also be beneficial to future breeding strategies. Evidence for selection has been documented in domesticated species including maize and rice, but few studies have to date detected signals of artificial selection in the Sorghum bicolor genome. Based on evidence that domesticated S. bicolor and its wild relatives show significant differences in endosperm structure and quality, we sequenced three candidate seed storage protein (kafirin) loci and three candidate starch biosynthesis loci to test whether these genes show non-neutral evolution resulting from the domestication process. We found strong evidence of non-neutral selection at the starch synthase IIa gene, while both starch branching enzyme I and the beta kafirin gene showed weaker evidence of non-neutral selection. We argue that the power to detect consistent signals of non-neutral selection in our dataset is confounded by the absence of low frequency variants at four of the six candidate genes. A future challenge in the detection of positive selection associated with domestication in sorghum is to develop models that can accommodate for skewed frequency spectrums.				Frere, Celine/B-4905-2013; Prentis, Peter/C-8729-2011; Gilding, Edward/A-8630-2011; Godwin, Ian D/A-7498-2008; Cruickshank, Alan/C-9654-2011	Frere, Celine/0000-0002-9671-2138; Gilding, Edward/0000-0003-1720-1282; Godwin, Ian D/0000-0002-4006-4426; Prentis, Peter/0000-0001-6587-8875												1932-6203					AUG 10	2011	6	8							e23041	10.1371/journal.pone.0023041							WOS:000295454200036	21853065					
J	Campbell, BJ; Yu, LY; Heidelberg, JF; Kirchman, DL				Campbell, Barbara J.; Yu, Liying; Heidelberg, John F.; Kirchman, David L.			Activity of abundant and rare bacteria in a coastal ocean	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA												The surface layer of the oceans and other aquatic environments contains many bacteria that range in activity, from dormant cells to those with high rates of metabolism. However, little experimental evidence exists about the activity of specific bacterial taxa, especially rare ones. Here we explore the relationship between abundance and activity by documenting changes in abundance over time and by examining the ratio of 16S rRNA to rRNA genes (rDNA) of individual bacterial taxa. The V1-V2 region of 16S rRNA and rDNA was analyzed by tag pyrosequencing in a 3-y study of surface waters off the Delaware coast. Over half of the bacterial taxa actively cycled between abundant and rare, whereas about 12% always remained rare and potentially inactive. There was a significant correlation between the relative abundance of 16S rRNA and the relative abundance of 16S rDNA for most individual taxa. However, 16S rRNA: rDNA ratios were significantly higher in about 20% of the taxa when they were rare than when abundant. Relationships between 16S rRNA and rDNA frequencies were confirmed for five taxa by quantitative PCR. Our findings suggest that though abundance follows activity in the majority of the taxa, a significant portion of the rare community is active, with growth rates that decrease as abundance increases.					Heidelberg, John/0000-0003-0673-3224												0027-8424					AUG 2	2011	108	31					12776	12781		10.1073/pnas.1101405108							WOS:000293385700050	21768380					
J	Chen, YY; Bao, ZX; Li, ZZ				Chen, Yuan-Yuan; Bao, Zhao-Xia; Li, Zuo-Zhou			High allozymic diversity in natural populations of Mycoheterotrophic Orchid Gastrodia elata, an endangered medicinal plant in China	BIOCHEMICAL SYSTEMATICS AND ECOLOGY												Gastrodia elata Blume, a mycoheterotrophic orchid native to the Far East, is an endangered medicinal plant in China. Genetic variation among 19 natural populations of G. elata was examined in central China by using allozyme polymorphism (16 loci in six enzymatic systems). The species exhibited high level of genetic diversity (P = 56.3%, A = 2.2 and H(E) = 0.221), which was mainly attributed to its perennial habit and mixed reproduction system (both sexual and asexual). Evident genetic differentiation in G. elata natural populations was suggested by F(ST) = 0.241. AMOVA analysis showed 31.3% of the total molecular variation was attributed to inter-population differentiation. Obvious genetic structure and genetic depauperation of some populations indicate forest fragmentation and over-collection have affected genetic variation of G. elata. A conservation strategy, which is conserving populations with great genetic distinction or high level of genetic variation from four management units, is recommended. (C) 2011 Elsevier Ltd. All rights reserved.																	0305-1978					AUG-DEC	2011	39	4-6					526	535		10.1016/j.bse.2011.07.013							WOS:000297601400038						
J	Byrne, MJ; Witkowski, ETF; Kalibbala, FN				Byrne, M. J.; Witkowski, E. T. F.; Kalibbala, F. N.			A review of recent efforts at biological control of Caesalpinia decapetala (Roth) Alston (Fabaceae) in South Africa	AFRICAN ENTOMOLOGY												A seed-feeding beetle, Sulcobruchus subsuturalis (Pic) (Coleoptera: Chrysomelidae: Bruchinae), was released in South Africa in 1999 as a biological control agent against the invasive, leguminous, scrambling shrub Caesalpinia decapetala (Roth) Alston (Fabaceae). Despite being easy to rear in the laboratory and having been released in large numbers (>350 000) and widely distributed at many field sites, the beetle remains scarce where present and has failed to persist at many of the original release sites. Although eggs are oviposited readily on loose seeds in dishes, the few eggs that were found at release sites in the field were always on seeds still attached to pods hanging on plants. High levels of predation and parasitism were recorded in the field, which may be hindering population expansion by the beetle. Clarity about the taxonomic status of S. subsuturalis, and uncertainty as to the centre of origin of the weed, have led to suspicions that C. decapetala may exist as several biotypes, and that the local variety may not be a suitable host for the form of S. subsuturalis that has been imported into South Africa. These uncertainties should be addressed, together with additional efforts to determine what is happening to the agent in the field. Other phytophagous species from different feeding-guilds need to be investigated as potential biological control agents.					Witkowski, Edward/0000-0001-5453-1390; Byrne, Marcus/0000-0002-5155-2599												1021-3589	1026-4914				AUG	2011	19	2			SI		247	257		10.4001/003.019.0201							WOS:000296416500007						
J	Strathie, LW; McConnachie, AJ; Retief, E				Strathie, L. W.; McConnachie, A. J.; Retief, E.			Initiation of biological control against Parthenium hysterophorus L. (Asteraceae) in South Africa	AFRICAN ENTOMOLOGY												The annual herbaceous plant, Parthenium hysterophorus L. (Asteraceae) (parthenium), has been a major weed of global significance for several decades, with wide-ranging impacts on agriculture, biodiversity conservation, and human and animal health. Despite this, in 2003, South Africa became the first African country and only the third country worldwide to implement a biological control programme against the weed. It seems that a suite of agents is needed to achieve effective biological control of parthenium under different environmental conditions and in different regions. The rust fungus, Puccinia abrupta Dietel & Holw. var. partheniicola (H.S. Jacks.) Parmelee (Pucciniales: Pucciniaceae), is already present in South Africa. Three agents have been imported and evaluated, namely the leaf rust fungus Puccinia xanthii Schwein. var. parthenii-hysterophorae Seier, H.C. Evans & A. Romero (Pucciniales: Pucciniaceae), which was released in 2010, and both the leaf-feeding beetle Zygogramma bicolorata Pallister (Coleoptera: Chrysomelidae: Cassidinae) and the stem-boring weevil Listronotus setosipennis (Hustache) (Coleoptera: Curculionidae), for which permission to release is being sought. A stem-galling moth Epiblema strenuana (Walker) (Lepidoptera: Tortricidae), seed-feeding weevil Smicronyx lutulentus Dietz (Coleoptera: Curculionidae), and stem-boring moth Carmenta nr. ithacae (Beutenmiiller) (Lepidoptera: Sesiidae) are also under consideration. Studies conducted in South Africa prior to the release of biological control agents, demonstrated an extensive, but highly variable, soil seed bank. In 2005, the South African biological control programme was extended to Ethiopia through an international cooperative programme. Parthenium has the potential to become more widespread and problematic in sub-Saharan Africa, and the implementation of biological control could assist in reducing this risk.																	1021-3589	1026-4914				AUG	2011	19	2			SI		378	392		10.4001/003.019.0224							WOS:000296416500017						
J	Osland, MJ; Gonzalez, E; Richardson, CJ				Osland, Michael J.; Gonzalez, Eugenio; Richardson, Curtis J.			Coastal Freshwater Wetland Plant Community Response to Seasonal Drought and Flooding in Northwestern Costa Rica	WETLANDS												Wetlands in tropical wet-dry climates are governed by distinct and extreme seasonal hydrologic fluctuations. In this study, we investigated the plant community response to seasonal flooding and drought in Palo Verde Marsh, Costa Rica. Climate change models for the region predict reduced rainfall and a drier wet season which would likely alter seasonal hydrologic cycles and prompt vegetation change. We quantified compositional change following disturbance emphasizing seasonal differences in plant life-form abundance across life history stages via standing vegetation, seed bank, and seedling recruitment measurements. Whereas the dry season standing vegetation was dominated by emergent species, aquatic species (floating-rooted, free-floating, and submerged life forms) were more dominant during the wet season. Seed bank and seedling recruitment measurements indicated that many species are resilient with life history traits that enable them to respond rapidly to extreme hydrologic filters. Interestingly, species richness was highest during seasonal flooding. Our results highlight the importance of early-wet season rainfall for plant regeneration and community change. Our findings also indicate that a drier future would likely have a large impact upon wetland plant communities with a decrease in species richness and an increase in the abundance of drought-tolerant emergent species.				Osland, Michael J./D-1814-2014; Richardson, Curt/P-5905-2019	Osland, Michael J./0000-0001-9902-8692; 												0277-5212	1943-6246				AUG	2011	31	4					641	652		10.1007/s13157-011-0180-9							WOS:000296695000002						
J	Megill, L; Walker, LR; Vanier, C; Johnson, D				Megill, Laura; Walker, Lawrence R.; Vanier, Cheryl; Johnson, Debra			SEED BANK DYNAMICS AND HABITAT INDICATORS OF ARCTOMECON CALIFORNICA, A RARE PLANT IN A FRAGMENTED DESERT ENVIRONMENT	WESTERN NORTH AMERICAN NATURALIST												Protection of endangered desert plant species is frequently complicated by a lack of information about seeds, the most stress-resistant and populous life stage. We studied the relative locations of seeds and plants of a rare endangered herbaceous perennial, the Las Vegas bearpoppy (Arctomecon californica) in seven 1-ha sites randomly located within a 100-ha study area that was slated for development in Las Vegas, Nevada. We also measured the physical and biological attributes of the environment supporting the seeds and plants, including soil hardness, rock cover, cryptogamic crust cover, and associated vegetation. Arctomecon californica seed density was 0.651 seeds . m(-2), and seeds were found throughout the top 4 cm of soil. Seed viability among sites ranged from 26% to 79%; however, no significant changes between depths were detected. The spatial distribution of the seed bank coincided with the current A. californica adult distribution only in sites with both a high plant density and high numbers of seeds. Arctomecon californica adults occupied open areas within the gypsum environment that supported significantly less vegetative cover than the surrounding area. We observed a positive association between A. californica adults and shadscale (Atriplex confertifolia) and a negative association with 7 other plant species among sites. Sites with an indurated abiotic crust hosted higher numbers of A. californica adults than sites with softer soils. However, rock cover, cryptogamic crust cover, and soil hardness were poor explanatory factors for characterizing A. californica presence. We suggest that land managers should incorporate seed bank census into monitoring programs clue to the extreme year-to-year fluctuations in A. californica plant population densities.					Vanier, Cheryl/0000-0003-0497-6150												1527-0904	1944-8341				AUG	2011	71	2					195	205		10.3398/064.071.0206							WOS:000295203900006						
J	Jonsdottir, IS				Jonsdottir, Ingibjorg Svala			Diversity of plant life histories in the Arctic	PRESLIA												It is argued in this paper that the diversity of plant life histories in the Arctic is much greater than indicated by general descriptions in the literature. Three basic types of life cycle are suggested as a fundamental trait-based framework for exploring the diversity of plant life histories in the Arctic: (i) annual, (ii) non-clonal perennial and (iii) clonal perennial. An overview of current understanding of traits of arctic plant life histories is provided within this framework. Based on the overview it is concluded that (i) there is a substantial diversity of plant life histories in the Arctic, and (ii) there is no single life-history trait that is specific for arctic plants. Furthermore, it is proposed that because arctic environments differ in many respects from other environments, unique combinations of life-history traits are selected among arctic plants. Consequently, arctic plants should express a unique spectrum of life histories. It is also recognized that there are large gaps in the knowledge on arctic plant life-history traits and that fine-tuned trait habitat relationships may be offset by historical, biogeographical or ecological factors, which may hamper analyses of life history habitat relationships. On the other hand, it may be rewarding in terms of an improved understanding of functional and evolutionary responses of arctic plants to climate and other environmental changes to identify potential life history syndromes (strategies) among them.					Jonsdottir, Ingibjorg Svala/0000-0003-3804-7077												0032-7786					AUG	2011	83	3					281	300									WOS:000295384300002						
J	Schleicher, A; Peppler-Lisbach, C; Kleyer, M				Schleicher, Andrea; Peppler-Lisbach, Cord; Kleyer, Michael			Functional traits during succession: is plant community assembly trait-driven?	PRESLIA												Little is known about changes in the significance of environmental filtering and neutral processes during the succession of plant communities. Generally, a succession is expected to be trait-driven and a shift is predicted from high importance of seed dispersal ability in initial phases to importance of strong competitive ability in later stages. In this study, we consider a community assembly trait-driven in the case of a shift in functional traits during succession and randomly assembled in the case there is no shift in functional traits during succession. We therefore tested whether urban plant communities show trait convergence or trait divergence in relation of successional stage, water and nutrient availability. At two scales (100 x 100 cm and 10 x 10 cm), we analysed traits relevant to seed dispersal, stress tolerance and competitive ability and compared real data with null models. We subsequently used regression trees to associate convergence and divergence to plot age and stress due to low water and soil nutrient availability. Most traits were neither significantly convergent nor divergent and the variance explained by the regression trees was often lower than 20%. We found divergence in seed number instead of the expected convergence towards high seed number. In accord with expectations we found low seed terminal velocity and annual life span in early succession. Convergence in seed bank longevity occurred at intermediate plot age, and convergence in the combination of life span and lateral spread showed the relevance of competition filtering in the most fertile plots. On the other hand, competition-induced convergence in canopy height or specific leaf area was not supported by our results. We concluded that, based on the traits considered in this study, the overwhelming evidence was that community assembly during the first 40 years of succession was driven by trait-neutral mechanisms.				Peppler-Lisbach, Cord/C-2823-2008	Peppler-Lisbach, Cord/0000-0001-8209-8539												0032-7786					AUG	2011	83	3					347	370									WOS:000295384300006						
J	Shabani, G; Chaichi, MR; Ardakani, MR; Friedel, JK; Khavazi, K; Eshghizadeh, HR				Shabani, G.; Chaichi, M. R.; Ardakani, M. R.; Friedel, J. K.; Khavazi, K.; Eshghizadeh, H. R.			Effect of chemical and biological soil amendments on production and soil seed bank of annual medic (Medicago scutellata cv. Robinson)	RESEARCH ON CROPS												In order to study the effect of different fertilizing systems consisting of control (no fertilizer), chemical, biological and its combination fertilizer on forage yield and conservation of soil seed bank of annual medic (Medicago scutellata cv. Robinson), an experiment was conducted based on a complete randomized block design with three replications in two locations under dry farming conditions in Kermanshah province, Iran, in 2009. The results showed that the highest amount of cumulative biomass of 4185 kg/ha was produced in urea fertilizer+phosphorus solubilizing bacteria+mycorrhiza treatment, and the lowest amount (3183 kg/ha) was observed in nitrogen fixing bacteria+mycorrhiza treatment, respectively. The number of pods in soil seed bank was significantly influenced by different fertilizing systems. The highest number of 314.6 pods per square metre was found in nitrogen fixing bacteria+phosphorus solubilizing bacteria treatment and the lowest of 139.8 pods per square metre in control treatment, respectively. Also the highest yield of pods (1147.2 kg/ha) was obtained in nitrogen fixing bacteria+phosphorus solubilizing bacteria application, while the lowest pod yield of 446 kg/ha was found in control treatment.				Khavazi, Kazem/F-9326-2018	Khavazi, Kazem/0000-0001-5089-7774												0972-3226					AUG	2011	12	2					471	478									WOS:000294585700042						
J	Penman, TD; Binns, DL; Shiels, RJ; Allen, RM; Penman, SH				Penman, T. D.; Binns, D. L.; Shiels, R. J.; Allen, R. M.; Penman, S. H.			Hidden effects of forest management practices: responses of a soil stored seed bank to logging and repeated prescribed fire	AUSTRAL ECOLOGY												Forest management practices have the potential to impact upon native vegetation. Most studies focus on the effects of management on the above-ground vegetation communities, with little attention given to the soil stored seed bank. Here we examine the soil stored seed bank of a long-term experimental site in south-eastern Australia, which has experienced timber harvesting and repeated prescribed burning over a 20-year period. At each of 213 long-term vegetation measurement plots, 3.5 kg of soil was collected and germinated in a glasshouse over a period of 2 years. Comparisons were made between the experimental treatments considering differences in species richness, abundance and community composition of the understorey seed bank. Logged sites had a higher diversity and abundance of seedlings compared with unlogged sites, which is consistent with observed changes in standing vegetation within 10 years following logging. Prescribed burning resulted in a lower diversity and abundance of seedlings, which contrasts with the increase in species diversity observed in response to frequent fire in standing vegetation. Individual taxa that declined in the seed bank in response to frequent fire were all taxa for which germination is enhanced by exposure to smoke. Contrary to expectations, these did not exhibit a corresponding decline as standing plants. While management actions above ground are having minor impacts, greater effects were seen in the soil stored seed bank.				Penman, Sandra/O-3603-2019; Penman, Trent D/A-7242-2012	Penman, Sandra/0000-0002-1073-621X; Penman, Trent D/0000-0002-5203-9818												1442-9985	1442-9993				AUG	2011	36	5					571	580		10.1111/j.1442-9993.2010.02192.x							WOS:000293065900017						
J	Liu, HL; Shi, X; Wang, JC; Yin, LK; Huang, ZY; Zhang, DY				Liu, Hui-Liang; Shi, Xiang; Wang, Jian-Cheng; Yin, Lin-Ke; Huang, Zhen-Ying; Zhang, Dao-Yuan			Effects of sand burial, soil water content and distribution pattern of seeds in sand on seed germination and seedling survival of Eremosparton songoricum (Fabaceae), a rare species inhabiting the moving sand dunes of the Gurbantunggut Desert of China	PLANT AND SOIL												Sand burial, persistent seed bank and soil water content (SWC) are three factors that potentially can affect regeneration in sand dune plant populations. To evaluate the effects of these three factors on population regeneration of Eremosparton songoricum, a rare and endangered legume, we investigated seed germination, seedling emergence and seedling survival in greenhouse and controlled field experiments in different sand dunes microsites. Freshly matured seeds are physically dormant, and the highest germination was only 9.3 +/- 5.8% at 25/10A degrees C. Seed germination occurred at burial depths from 0 to 10 cm, but the maximum depth from which seedlings emerged was 6 cm; from 1 to 6 cm, the deeper the burial, the lower the percentage of seedling emergence. Only 36.2% of the total soil seed banks occurred at depths of 0-6 cm. For artificially sown seeds at different dune microsites, mean seedling emergence percentage was 6.8%. Of 150 seedlings that emerged in the field investigation at the study site, only those germinating in flat sandy areas survived, and mean survival percentage was only 2.0%. Thus, the proportion of non-dormant seeds in soil seed banks that developed into seedlings and survived to the end of the growing season was only 0.2%. Minimum SWC for seed germination, seedling emergence and seedling survival was 2.0%. During monitoring of emergent seedlings in the field, low seedling recruitment was at least partly due to the rate of root extension (1.6 A +/- 0.3 cm day(-1)) into the sandy soil, which was slower than that of the downward movement of plant-available moisture (2.8 A +/- 0.6 cm day(-1)). Thus, population regeneration under natural conditions rarely occurred via sexual reproduction, owing to the limited water resources available for seedling establishment. Rational field seeding practices, including manually scarified or dry stored seeds before sowing, sowing the seeds at right time and suitable place, are suggested for ecological restoration of endangered E. songoricum populations.				huang, zhenying/C-5969-2015													0032-079X					AUG	2011	345	1-2					69	87		10.1007/s11104-011-0761-7							WOS:000292999700007						
