PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Fleischer, K; Streitberger, M; Fartmann, T				Fleischer, Kristin; Streitberger, Merle; Fartmann, Thomas			The importance of disturbance for the conservation of a low-competitive herb in mesotrophic grasslands	BIOLOGIA												For the protection or re-establishment of species-rich grasslands, the limiting factors controlling species richness have increasingly become of scientific interest. This study aims to analyze the role of disturbance for the occurrence of a low-competitive herb, Centaurium erythraea Rafn, in mesotrophic, lowland grasslands in NW Germany. We sampled a total of 38 plots with presence of C. erythraea and 24 control (random) plots in semi-natural grasslands. As a proxy for disturbance, we estimated the cover of bare ground and Ellenberg flooding indicator species and measured the distance between the plot and the nearest path. Moreover, we counted the number of C. erythraea individuals within each plot. In the GLM analyses the distance from path was the only predictor; both the presence of the species and the number of individuals decreased with the distance from path. The grasslands at the path edges had the highest disturbance intensity. Here horse riding, military-vehicle traffic and regular sod-cutting directly create bare ground. In general, disturbance creating bare ground seems to be the key factor enabling germination and growth of C. erythraea in mesotrophic grasslands and other low-competitive short-lived species. Disturbance enhances the expression of the seed bank, favours the development of the shade-avoiding and low-growing rosettes and oppresses tall-growing competitors. Therefore we suggest grazing as the best management method.																	0006-3088	1336-9563				JUN	2013	68	3					398	403		10.2478/s11756-013-0164-8							WOS:000317645900006						
J	Stubbington, R; Datry, T				Stubbington, Rachel; Datry, Thibault			The macroinvertebrate seedbank promotes community persistence in temporary rivers across climate zones	FRESHWATER BIOLOGY												Aquatic macroinvertebrates inhabiting temporary rivers are typically described as having low resistance to riverbed drying. However, little research has examined the seedbank' within dry riverbed sediments, which comprises aquatic life stages that survive in dewatered sediments and from which active organisms may develop only after surface water returns. We synthesised published and unpublished data from studies that had experimentally rehydrated sediments collected from dry riverbeds, to establish the importance of the seedbank in promoting macroinvertebrate community resistance. Studies from across climate zones were included, to examine seedbank importance in relation to environmental harshness and, in particular, sediment moisture. We also assessed the importance of the seedbank relative to alternative habitats promoting persistence of the flowing river (FR) assemblage. We predicted that the proportion of the FR assemblage present in rehydrated sediments (RS) would decrease with environmental harshness, due to conditions within the sediments becoming less conducive to the survival of biota. A negative relationship between the proportion of FR taxa present in RS and harshness was observed, and this contributed to a reduction in the compositional similarity of FR and RS assemblages as harshness increased. Significant positive correlations were identified between sediment moisture content and macroinvertebrate community metrics (density and taxon richness) in some systems. Habitats external to the dry reach, which contribute to community resilience, were invariably inhabited by a greater number of FR taxa than rehydrated sediments. However, rehydrated sediments included several FR taxa that were not found in any other habitats during the dry phase, including families of Coleoptera and Diptera. Our results indicate the importance of the seedbank as a resistance mechanism for temporary river macroinvertebrates. With climate change scenarios predicting an increase in riverbed drying, maintaining habitats that facilitate the persistence of instream communities during dry phases is an increasing priority. We identified strong relationships between sediment moisture and taxon richness, and river management and rehabilitation activities should therefore aim to retain moisture in drying sediments, by manipulating parameters such as riparian shading.					Stubbington, Rachel/0000-0001-8475-5109												0046-5070					JUN	2013	58	6					1202	1220		10.1111/fwb.12121							WOS:000318046300011						
J	Bakker, ES; Sarneel, JM; Gulati, RD; Liu, ZW; van Donk, E				Bakker, Elisabeth S.; Sarneel, Judith M.; Gulati, Ramesh D.; Liu, Zhengwen; van Donk, Ellen			Restoring macrophyte diversity in shallow temperate lakes: biotic versus abiotic constraints	HYDROBIOLOGIA												Although many lake restoration projects have led to decreased nutrient loads and increased water transparency, the establishment or expansion of macrophytes does not immediately follow the improved abiotic conditions and it is often unclear whether vegetation with high macrophyte diversity will return. We provide an overview of the potential bottlenecks for restoration of submerged macrophyte vegetation with a high biodiversity and focus on the biotic factors, including the availability of propagules, herbivory, plant competition and the role of remnant populations. We found that the potential for restoration in many lakes is large when clear water conditions are met, even though the macrophyte community composition of the early 1900s, the start of human-induced large-scale eutrophication in Northwestern Europe, could not be restored. However, emerging charophytes and species rich vegetation are often lost due to competition with eutrophic species. Disturbances such as herbivory can limit dominance by eutrophic species and improve macrophyte diversity. We conclude that it is imperative to study the role of propagule availability more closely as well as the biotic interactions including herbivory and plant competition. After abiotic conditions are met, these will further determine macrophyte diversity and define what exactly can be restored and what not.				van Donk, Ellen/B-7272-2008; sarneel, judith/G-5248-2010; Gulati, Ramesh D/F-4943-2013; Bakker, Elisabeth S/B-7185-2008; Gulati, Ramesh D./A-3155-2011; KNAW, NIOO-KNAW/A-4320-2012	van Donk, Ellen/0000-0003-3279-4936; sarneel, judith/0000-0001-6187-499X; Bakker, Elisabeth S/0000-0002-5900-9136; KNAW, NIOO-KNAW/0000-0002-3835-159X												0018-8158	1573-5117				JUN	2013	710	1					23	37		10.1007/s10750-012-1142-9							WOS:000318170200003						
J	Cruz, VMV; Kilian, A; Dierig, DA				Cruz, Von Mark V.; Kilian, Andrzej; Dierig, David A.			Development of DArT Marker Platforms and Genetic Diversity Assessment of the US Collection of the New Oilseed Crop Lesquerella and Related Species	PLOS ONE												The advantages of using molecular markers in modern genebanks are well documented. They are commonly used to understand the distribution of genetic diversity in populations and among species which is crucial for efficient management and effective utilization of germplasm collections. We describe the development of two types of DArT molecular marker platforms for the new oilseed crop lesquerella (Physaria spp.), a member of the Brassicaceae family, to characterize a collection in the National Plant Germplasm System (NPGS) with relatively little known in regards to the genetic diversity and traits. The two types of platforms were developed using a subset of the germplasm conserved ex situ consisting of 87 Physaria and 2 Paysonia accessions. The microarray DArT revealed a total of 2,833 polymorphic markers with an average genotype call rate of 98.4% and a scoring reproducibility of 99.7%. On the other hand, the DArTseq platform developed for SNP and DArT markers from short sequence reads showed a total of 27,748 high quality markers. Cluster analysis and principal coordinate analysis indicated that the different accessions were successfully classified by both systems based on species, by geographical source, and breeding status. In the germplasm set analyzed, which represented more than 80% of the P. fendleri collection, we observed that a substantial amount of variation exists in the species collection. These markers will be valuable in germplasm management studies and lesquerella breeding, and augment the microsatellite markers previously developed on the taxa.																	1932-6203					MAY 28	2013	8	5							UNSP e64062	10.1371/journal.pone.0064062							WOS:000319733000038	23724020					
J	Lloyd, MW; Campbell, L; Neel, MC				Lloyd, Michael W.; Campbell, Lesley; Neel, Maile C.			The Power to Detect Recent Fragmentation Events Using Genetic Differentiation Methods	PLOS ONE												Habitat loss and fragmentation are imminent threats to biological diversity worldwide and thus are fundamental issues in conservation biology. Increased isolation alone has been implicated as a driver of negative impacts in populations associated with fragmented landscapes. Genetic monitoring and the use of measures of genetic divergence have been proposed as means to detect changes in landscape connectivity. Our goal was to evaluate the sensitivity of Wright's F-st, Hedrick' G'(st), Sherwin's MI, and Jost's D to recent fragmentation events across a range of population sizes and sampling regimes. We constructed an individual-based model, which used a factorial design to compare effects of varying population size, presence or absence of overlapping generations, and presence or absence of population sub-structuring. Increases in population size, overlapping generations, and population sub-structuring each reduced F-st, G'(st), MI, and D. The signal of fragmentation was detected within two generations for all metrics. However, the magnitude of the change in each was small in all cases, and when Ne was >100 individuals it was extremely small. Multi-generational sampling and population estimates are required to differentiate the signal of background divergence from changes in F-st, G'(st), MI, and D associated with fragmentation. Finally, the window during which rapid change in F-st, G'(st), MI, and D between generations occurs can be small, and if missed would lead to inconclusive results. For these reasons, use of F-st, G'(st), MI, or D for detecting and monitoring changes in connectivity is likely to prove difficult in real-world scenarios. We advocate use of genetic monitoring only in conjunction with estimates of actual movement among patches such that one could compare current movement with the genetic signature of past movement to determine there has been a change.				Campbell, Lesley G/G-5866-2012; Lloyd, Michael/C-8430-2017	Campbell, Lesley G/0000-0002-6263-5170; Lloyd, Michael/0000-0003-1021-8129												1932-6203					MAY 21	2013	8	5							e63981	10.1371/journal.pone.0063981							WOS:000319330200097	23704965					
J	Dai, XF; Lu, DD; Guan, WB; Xia, P; Wang, HX; He, PX; Zhang, DS				Dai, Xinfeng; Lu, Douding; Guan, Weibing; Xia, Ping; Wang, Hongxia; He, Piaoxia; Zhang, Dongsheng			The Correlation between Prorocentrum donghaiense Blooms and the Taiwan Warm Current in the East China Sea - Evidence for the "Pelagic Seed Bank'' Hypothesis	PLOS ONE												During the last two decades, large-scale high biomass algal blooms of the dinoflagellate Prorocentrum donghaiense Lu have occurred frequently in the East China Sea (ECS). The role of increasing nutrient concentrations in driving those blooms is well-established, but the source population that initiates them is poorly understood. We hypothesized that the front of Taiwan Warm Current (TWC) may serve as a 'seed bank' that initiates P. donghaiense blooms in the ECS, as the physiochemical conditions in the TWC are suitable for the growth of P. donghaiense. In order to test this hypothesis, two surveys at different spatio-temporal scales were conducted in 2010 and 2011. We found a strong correlation in space and time between the abundance of P. donghaiense and the TWC. The spatial extent of the P. donghaiense bloom coincided with the TWC front in both 2010 and 2011. During the early development of the blooms, P. donghaiense concentration was highest at the TWC front, and then the bloom mass shifted inshore over the course of our 2011 survey. The TWC also moved inshore, albeit after the appearance of P. donghaiense. Overall, these results support our hypothesis that P. donghaiense blooms develop from the population at the TWC front in the ECS, suggesting the role of the ocean current front as a seed bank to dinoflagellate blooms.																	1932-6203					MAY 9	2013	8	5							e64188	10.1371/journal.pone.0064188							WOS:000319737700067	23671709					
J	Auffret, AG; Cousins, SAO				Auffret, Alistair G.; Cousins, Sara A. O.			Humans as Long-Distance Dispersers of Rural Plant Communities	PLOS ONE												Humans are known for their capacity to disperse organisms long distances. Long-distance dispersal can be important for species threatened by habitat destruction, but research into human-mediated dispersal is often focused upon few and/or invasive species. Here we use citizen science to identify the capacity for humans to disperse seeds on their clothes and footwear from a known species pool in a valuable habitat, allowing for an assessment of the fraction and types of species dispersed by humans in an alternative context. We collected material from volunteers cutting 48 species-rich meadows throughout Sweden. We counted 24 354 seeds of 197 species, representing 34% of the available species pool, including several rare and protected species. However, 71 species (36%) are considered invasive elsewhere in the world. Trait analysis showed that seeds with hooks or other appendages were more likely to be dispersed by humans, as well as those with a persistent seed bank. More activity in a meadow resulted in more dispersal, both in terms of species and representation of the source communities. Average potential dispersal distances were measured at 13 km. We consider humans capable seed dispersers, transporting a significant proportion of the plant communities in which they are active, just like more traditional vectors such as livestock. When rural populations were larger, people might have been regular and effective seed dispersers, and the net rural-urban migration resulting in a reduction in humans in the landscape may have exacerbated the dispersal failure evident in declining plant populations today. With the fragmentation of habitat and changes in land use resulting from agricultural change, and the increased mobility of humans worldwide, the dispersal role of humans may have shifted from providers of regular local and landscape dispersal to providers of much rarer long-distance and regional dispersal, and international invasion.					Auffret, Alistair/0000-0002-4190-4423; Cousins, Sara/0000-0003-2656-2645												1932-6203					MAY 2	2013	8	5							e62763	10.1371/journal.pone.0062763							WOS:000321200500037	23658770					
J	Liu, SZ; Liu, YJ; Ji, YF; Li, ZY; Zhang, JH; Chen, F				Liu Shi-Zeng; Liu You-Jun; Ji Yong-Fu; Li Zhi-Yuan; Zhang Jin-Hu; Chen Fang			SEED GERMINATION OF CORISPERMUM PATELLIFORME IN DIFFERENT STORAGE LENGTH AT ROOM TEMPERATURE: A DOMINANT ANNUAL SPECIES IN THE DESERTS OF NORTHERN CHINA	PAKISTAN JOURNAL OF BOTANY												Seed dormancy is a major constraint in seedling establishment in desert habitats, Seeds of C. patelliforme were collected from natural population in desert areas. dried and then stored for 2 and 5-years at room temperature, The experiments of seed viability and germination at different temperatures (15, 20, 25, 30, 25/15, 35/15, 25/5 degrees C), light (0h, 14h, 24h), moisture (0, 10.6, 16.5, 21.3, 25.5%) and salinity (0, 50, 100, 200, 300 mM) stress was conducted to evaluate the change of seed viability and germination in seed storage. The seed viability remained to be 100%. The optimal temperature for germination was changed from 25/15 degrees C (28.00 +/- 2.31%) to 25/5 degrees C (82.67 +/- 7.05%%) with the storage length increased from 2 to 5-years. and FGP at 5-year storage were higher than those at 2-year storage, but the differences were significant only at 25 degrees C and 25/5 degrees C. Difference between light treatments were not significant All the germination values in PEG-6000 and NaCl concentrations at 5-year storage were higher than those at 2-year storage. The maximum of IGP and FGP were obtained at 10.6% PEG-6000 or 50mM NaCl concentrations at 5-year storage, the RGP in seed storage were increased with the increased PEG-6000 and NaCl concentrations. A 5-year storage at room temperature significantly enhanced the germination percentage of selected species by breaking dormancy and improved the germinability in moisture and salinity stress. This is beneficial to understand the formation mechanism of persistent soil seed-bank and establishing the artificial vegetation in desert areas.																	0556-3321					MAY	2013	45	3					737	742									WOS:000320305400004						
J	Shaikh, F; Gul, B; Ansari, R; Alatar, ARA; Hegazy, AK; Khan, MA				Shaikh, Faiza; Gul, Bilquees; Ansari, Raziuddin; Alatar, Abdul Rehman A.; Hegazy, Ahmed. K.; Khan, M. Ajmal			COMPARATIVE EFFECTS OF NACL AND SEA SALT ON SEED GERMINATION OF TWO HALOPHYTIC GRASSES UNDER VARIOUS LIGHT AND TEMPERATURE REGIMES	PAKISTAN JOURNAL OF BOTANY												Effect of several concentrations of NaCl or sea salt was studied on seeds germination of two halophytic grasses-an annual (Eragrostis ciliaris) and a perennial (Dichanthium annulatum) in controlled growth chambers maintained at 10:20, 15:25, 20:30 and 25:35 degrees C (12 h dark:light) and 24 h dark photoperiods. Sea salt and NaCl both inhibited seed germination but NaCl prevented more seed from germination. Optimal germination was obtained at temperature regime of 25:35 degrees C for both grasses. Seeds of D. annulatum had similar germination both in light and dark at cooler temperatures in distilled water while addition of salinity in dark inhibited more seed germination compared to light treated seeds. No seeds of E. ciliaris germinated in dark and this positive photoblastic response was associated with temperature irrespective of salinity treatment. All seeds recovered from salts stress when returned to distilled water. Most of the un-germinated seeds were dormant and viable at the end of experiment indicating that they could form a viable seed bank to ensure the continuity of the population in saline habitat.				Khan, Muhammad Ajmal/I-6429-2015													0556-3321					MAY	2013	45	3					743	754									WOS:000320305400005						
J	Zeiter, M; Preukschas, J; Stampfli, A				Zeiter, Michaela; Preukschas, Juliane; Stampfli, Andres			Seed availability in hay meadows: Land-use intensification promotes seed rain but not the persistent seed bank	AGRICULTURE ECOSYSTEMS & ENVIRONMENT												Intensification of land use in semi-natural hay meadows has resulted in a decrease in species diversity. This is often thought to be caused by the reduced establishment of plant species due to high competition for light under conditions of increased productivity. Sowing experiments in grasslands have found reliable evidence that diversity can also be constrained by seed availability, implying that processes influencing the production and persistence of seeds may be important for the functioning of ecosystems. So far, the effects of land-use intensification on the seed rain and the persistence of seeds in the soil have been unclear. We selected six pairs of extensively managed (Festuco-Brometea) and intensively managed (Arrhenatheretalia) grassland with traditional late cutting regimes across Switzerland and covering an annual productivity gradient in the range 176-1211 gm(-2). In each grassland community, we estimated seed rain and seed bank using eight pooled seed-trap or topsoil samples of 89 cm(2) in each of six plots representing an area of c. 150 m(2). The seed traps were established in spring 2010 and collected simultaneously with soil cores after an exposure of c. three months. We applied the emergence method in a cold frame over eight months to estimate density of viable seeds. With community productivity reflecting land-use intensification, the density and species richness in the seed rain increased, while mean seed size diminished and the proportions of persistent seeds and of species with persistent seeds in the topsoil declined. Stronger limitation of seeds in extensively managed semi-natural grasslands can explain the fact that such grasslands are not always richer in species than more intensively managed ones. (C) 2013 Elsevier B.V. All rights reserved.					Stampfli, Andreas/0000-0002-5517-1363												0167-8809	1873-2305				MAY 1	2013	171						55	62		10.1016/j.agee.2013.03.009							WOS:000320091500008						
J	Hoyle, JA; McElroy, JS; Guertal, EA				Hoyle, Jared A.; McElroy, J. Scott; Guertal, Elizabeth A.			Soil Texture and Planting Depth Affect Large Crabgrass (Digitaria sanguinalis), Virginia buttonweed (Diodia virginiana), and Cock's-comb Kyllinga (Kyllinga squamulata) Emergence	HORTSCIENCE												Greenhouse studies were conducted to explore soil texture and planting depth effects on emergence of large crabgrass, Virginia buttonweed, and cock's-comb kyllinga. Soil textures examined were sand, loamy sand, and clay loam with planting depths of 0, 0.5, 1, 2, 4, 6, and 8 cm. Percent emergence was standardized relative to surface emergence to allow comparisons among tested weed species. The three-way interaction of weed species, planting depth, and soil texture was never significant for emergence. Significant interactions occurred between weed species and soil texture, weed species and planting depth, and soil texture and planting depth. For all weed species and soil textures, emergence decreased as planting depth increased with the greatest percent emergence at the soil surface. The planting depth at which weed emergence was decreased 50% [relative to surface emergence (D-50)] was predicted by regression analysis. Large crabgrass emerged from deepest depths (8 cm) followed by Virginia buttonweed (6 cm) and cock's-comb kyllinga (2 cm). Large crabgrass, Virginia buttonweed, and cock's-comb kyllinga D-50 occurred at 3.9, 1.1, and 0.8 cm, respectively. Sand, loamy sand, and clay loam D-50 occurred at 0.9, 2.3, and 1.9 cm, respectively, with D-50 higher in the soils with greater water-holding capacity.																	0018-5345					MAY	2013	48	5					633	636		10.21273/HORTSCI.48.5.633							WOS:000319795600018						
J	Osunkoya, OO; Perrett, C; Fernando, C; Clark, C				Osunkoya, Olusegun O.; Perrett, Christine; Fernando, Chandima; Clark, Cameron			Patterns of seed bank and size asymmetry of plant growth across varying sites in the invasive Lantana camara L. (Verbenaceae)	PLANT ECOLOGY												Lantana camara L. (Verbenaceae) is a weed of great significance in Australia and worldwide, but little is known about connections among components of its life history. We document over a 3-year period, the links between L. camara seed-bank dynamics and its above-ground growth, including size asymmetry in four land-use types (a farm, a hoop pine plantation and two open eucalypt forests) invaded by the weed near Brisbane, Queensland Australia. Seed-bank populations varied appreciably across sites and in response to rainfall and control measures, and they were higher (similar to 1,000 seeds/m(2)) when annual rainfall was 15-30 % below the long-term yearly average. Fire reduced seed-bank populations but not the proportion germinating (6-8 %). Nearly a quarter of fresh seeds remain germinable after 3 years of soil burial. For small seedlings (< 10 cm high), the expected trade-offs in two life-history traits-survival and growth-did not apply; rather the observed positive association between these two traits, coupled with a persistent seed-bank population could contribute to the invasiveness of the plant. Relationships between absolute growth rate and initial plant size (crown volume) were positively linear, suggesting that most populations are still at varying stages of the exponential phase of the sigmoid growth; this trend also suggests that at most sites and despite increasing stand density and limiting environmental resources of light and soil moisture, lantana growth is inversely size asymmetric. From the observed changes in measures of plant size inequality, asymmetric competition appeared limited in all the infestations surveyed.				Osunkoya, Olusegun/O-5640-2014	Osunkoya, Olusegun/0000-0001-6525-3605												1385-0237					MAY	2013	214	5					725	736		10.1007/s11258-013-0202-1							WOS:000319069600005						
J	Burns, JH; Pardini, EA; Schutzenhofer, MR; Chung, YA; Seidler, KJ; Knight, TM				Burns, Jean H.; Pardini, Eleanor A.; Schutzenhofer, Michele R.; Chung, Y. Anny; Seidler, Katie J.; Knight, Tiffany M.			Greater sexual reproduction contributes to differences in demography of invasive plants and their noninvasive relatives	ECOLOGY												An understanding of the demographic processes contributing to invasions would improve our mechanistic understanding of the invasion process and improve the efficiency of prevention and control efforts. However, field comparisons of the demography of invasive and noninvasive species have not previously been conducted. We compared the in situ demography of 17 introduced plant species in St. Louis, Missouri, USA, to contrast the demographic patterns of invasive species with their less invasive relatives across a broad sample of angiosperms. Using herbarium records to estimate spread rates, we found higher maximum spread rates in the landscape for species classified a priori as invasive than for noninvasive introduced species, suggesting that expert classifications are an accurate reflection of invasion rate. Across 17 species, projected population growth was not significantly greater in invasive than in noninvasive introduced species. Among five taxonomic pairs of close relatives, however, four of the invasive species had higher projected population growth rates compared with their noninvasive relative. A Life Table Response Experiment suggested that the greater projected population growth rate of some invasive species relative to their noninvasive relatives was primarily a result of sexual reproduction. The greater sexual reproduction of invasive species is consistent with invaders having a life history strategy more reliant on fecundity than survival and is consistent with a large role of propagule pressure in invasion. Sexual reproduction is a key demographic correlate of invasiveness, suggesting that local processes influencing sexual reproduction, such as enemy escape, might be of general importance. However, the weak correlation of projected population growth with spread rates in the landscape suggests that regional processes, such as dispersal, may be equally important in determining invasion rate.																	0012-9658					MAY	2013	94	5					995	1004		10.1890/12-1310.1							WOS:000318969800002	23858640					
J	Buonopane, M; Snider, G; Kerns, BK; Doescher, PS				Buonopane, Michelle; Snider, Gabrielle; Kerns, Becky K.; Doescher, Paul S.			Complex restoration challenges: Weeds, seeds, and roads in a forested Wildland Urban Interface	FOREST ECOLOGY AND MANAGEMENT												Federal policies in the US strongly emphasize reducing hazardous fuels at the Wildland Urban Interface (WUI). However, these areas present restoration challenges as they often have exotic weeds, frequent human disturbance, and the presence of roads. Understanding seed banks is important in planning for desirable post-disturbance community conditions, developing integrated weed management programs, and complying with State and Federal regulations. We characterized the aboveground vegetation and seed bank in a WUI composed of mixed age dry-mixed conifer forest stands in central Washington State, and examined patterns and relationships between aboveground vegetation and seed bank germinant abundance in relation to distance to road, seed bank layer, and herbicide treatments. Noxious weed frequency, as well as exotic weed and annual native forb cover, significantly decreased with distance from road, while native graminoid cover increased, declining beyond 20 m. Herbicides did not affect composition of the aboveground community in the short term. Six hundred and thirty seeds germinated from litter and mineral soil samples over a 5 month trial, and 43 species were identified. Most germinants (77%) and species (36 species) emerged from the litter layer compared to mineral soil, and the majority were annual forbs, followed by perennial forbs, native graminoids and exotic species. Little similarity was found between the extant vegetation and seed bank floras. Fourteen percent of germinants were exotic species, and were found in similar abundances regardless of proximity to road or herbicide treatment. Findings from our study suggest that (1) roads strongly influenced aboveground vegetative cover and species composition; (2) seed bank contributions to desirable post-disturbance understory development may be relatively low, especially if activities remove the litter layer; (3) weed populations were largely confined to near road environments, but the weed seed bank, which is a substantial part of the total seed bank, was not; and (4) herbicide treatments were ineffective and did not impact seed banks in the short term. (C) 2013 Elsevier B.V. All rights reserved.																	0378-1127					MAY 1	2013	295						87	96		10.1016/j.foreco.2013.01.013							WOS:000318323100011						
J	Delerue, F; Gonzalez, M; Atlan, A; Pellerin, S; Augusto, L				Delerue, Florian; Gonzalez, Maya; Atlan, Anne; Pellerin, Sylvain; Augusto, Laurent			Plasticity of reproductive allocation of a woody species (Ulex europaeus) in response to variation in resource availability	ANNALS OF FOREST SCIENCE												While many woody perennials grow and reproduce in varying environments, their ability to modify their reproductive allocation under varying resource availability is unclear. This study aimed to demonstrate the occurrence of plasticity of reproductive allocation in a pioneer woody species (Ulex europaeus). We studied seed production in 144 plants under different irradiance and population densities. We measured their basal area, their whole shoot biomass and photosynthetic biomass, and their reproductive output (number of fruits per individual and number of seeds per fruit). We found that newly produced photosynthetic biomass was influenced by environmental variation, which in turn determined its reproductive output. In addition, in low light conditions investment in reproduction was more reduced than investment in growth indicating plasticity of reproductive allocation. These results provide the first evidence for plasticity of reproductive allocation of a woody plant. It may lead to the ability of this pioneer species to survive and to continue to reproduce even at low rates in non-optimal shady habitats and to maintain a non-empty seed bank in forest systems with long unfavourable periods between two disturbances.					Gonzalez, Maya/0000-0002-5589-3227; Delerue, Florian/0000-0002-9809-5321												1286-4560	1297-966X				MAY	2013	70	3					219	228		10.1007/s13595-012-0260-x							WOS:000318285500001						
J	Rodrigo, MA; Rojo, C; Alonso-Guillen, JL; Vera, P				Rodrigo, Maria A.; Rojo, Carmen; Alonso-Guillen, Jose L.; Vera, Pablo			Restoration of two small Mediterranean lagoons: The dynamics of submerged macrophytes and factors that affect the success of revegetation	ECOLOGICAL ENGINEERING												Two small, shallow lagoons newly created from former rice fields in the Mediterranean coast (Albufera de Valencia Natural Park, Spain) were restored by planting several species of submerged macrophytes (Myriophyllum spicatum, Ceratophyllum demersum, Potamogeton spp., Zannichellia peltata and Ranunculus peltatus) in 2008. Charophytes also appeared spontaneously. M. spicatum was the species that dominated both lagoons and almost completely covered their surface. M. spicatum reached a high biomass and displayed a seasonal pattern, declining during the cold season and reappearing in the spring. No submerged vegetation was observed in the lagoons from 2011 onward. The major purpose of the present study was to elucidate the factors that caused the total disappearance and prevented the regeneration of submerged vegetation cover in both lagoons. Such factors may include negative biotic relationships such as those related to the presence of fish and crayfish, waterfowl grazing, phytoplankton and epiphytic development that causes shading and abiotic factors such as water nutrient concentration. Three different types (treatments) of 1-m(2). exclosures were set up and planted with macrophyte cultures that formed 3 different assemblages: Chara hispida alone, a mixture of C vulgaris, C baltica and Nitella hyalina and a mixture of higher plants (M. spicatum, C demersum and Potamogeton pectinatus). The "Open" type of exclosure permitted the entrance of fish, crayfish, and birds. The "Lateral" exclosure prevented the entry of fish. The "Closed" exclosure also prevented bird grazing. To determine the potential of the seed sediment bank to regenerate submerged vegetation, we investigated lagoon sediments (i) to quantify seeds and (ii) to examine seed germination. The results indicate that there is not a sufficiently large reservoir of phanerogam seeds in the lagoon sediments to recover vegetation by germination. The "Closed" exclosures allowed the growth of all species in spite of the intense development of periphyton on macrophyte tissues and filamentous algae, which reduced light availability by up to 45%. The "Lateral" exclosures had a lower development of macrophytes. In the "Open" exclosures, almost no macrophytes were detected 3 weeks after planting. Water chemistry (P and N content) did not limit the development of the tested macrophyte species but did appear to negatively affect charophytes in one of the lagoons. The deleterious effect of exotic fauna (particularly carps and crayfish) in combination with the high herbivory pressure by waterfowl, primarily during the periods when the rice fields surrounding the lagoons were dry, were the major factors that acted in a negative synergistic manner to prevent the recolonisation of the vegetation currently in the lagoons. A procedure to eradicate exotic fish and crayfish is required prior to any type of restoration effort involving the plantation of submerged macrophytes. More areas with permanent submerged vegetation in the Natural Park are required to decrease herbivory pressure. (C) 2013 Elsevier B.V. All rights reserved.				Rodrigo, Maria/K-9079-2014; Rojo, Carmen/L-5358-2014	Rodrigo, Maria/0000-0003-4106-0643; 												0925-8574					MAY	2013	54						1	15		10.1016/j.ecoleng.2013.01.022							WOS:000318129500001						
J	Swarth, CW; Delgado, P; Whigham, DF				Swarth, Christopher W.; Delgado, Patricia; Whigham, Dennis F.			Vegetation Dynamics in a Tidal Freshwater Wetland: A Long-Term Study at Differing Scales	ESTUARIES AND COASTS												Tidal freshwater wetlands are complex, species-rich ecosystems located at the interface between tidal estuaries and nontidal rivers. This study conducted on the Patuxent River estuary in Maryland was designed to assess vegetation dynamics over several decades to determine if there were directional changes in the dominant communities. Aerial photographs (1970, 1989, and 2007) documented broad-scale spatial changes in major plant communities. The coverage of areas dominated by Nuphar lutea and Phragmites australis expanded; mixed vegetation and scrub-shrub habitats were essentially unchanged; and Typha and Zizania aquatica communities fluctuated in coverage. Data collected between 1988 and 2010 from permanent plots and transects were used to examine fine-scale changes. Shifts in the importance of some species through time were observed, but there were no directional changes in community species composition. The lack of directional change as measured at a fine scale is characteristic of tidal freshwater wetlands in which variations in the abundance of individual species, especially annuals, are responsible for most short-term change in species composition. Changes in the composition of plant communities are interpreted as responses to variations in vertical accretion, stability of habitat types, invasive plant species, and herbivores. In the future, vegetation changes are likely to occur as a result of the intrusion of brackish water and increased flooding associated with global climate change and sea level rise. This long-term study establishes a baseline from which potential future changes to tidal freshwater wetlands can be better understood.					Whigham, Dennis/0000-0003-1488-820X												1559-2723					MAY	2013	36	3					559	574		10.1007/s12237-012-9568-x							WOS:000318295300010						
