PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Herault, B; Bouxin, G; Thoen, D				Herault, B; Bouxin, G; Thoen, D			Comparison of the regeneration patterns of woody species between Norway spruce plantations and deciduous forests on alluvial soils	BELGIAN JOURNAL OF BOTANY												Restoration of floodplain forests has become a primary aim of sustainable forestry in Europe. Although several studies have investigated the conversion of coniferous stands outside of their biogeographical area and on unsuitable sites, none focused specifically on alluvial areas. We surveyed 208 riverine stands, distributed homogeneously throughout the Grand-duche de Luxembourg (western-central Europe) for the abundance of woody forest species (trees, saplings, seedlings and shrubs). The influence of both the canopy nature (Norway spruce or deciduous) and the biogeographical region (Oesling or Gutland) on the understorey regeneration were tested. The mean species richness was 10.5 woody plants per stand. Correspondence analyses showed that canopy tree regeneration was not different between the two forest types. Following an analysis of variance, we found that functional species group distribution (regarding mode of dispersal, type of seed bank and establishment strategy) was more determined by the biogeographical variable than by the canopy variable. Most woody species were significantly more abundant in deciduous forests and in the Gutland area. Only Rubus idaeus, Sambucus racemosa and Sorbus aucuparia were strongly associated with Norway spruce stands or the Oesling region. The differences between deciduous forests and coniferous stands are mainly due to shrub abundance and not to the canopy tree regeneration. In conclusion, Norway spruce plantations act as nurseries for late-successional riverine species like Fraxinus excelsior, Acer pseudoplatanus and Quercus robur.				Herault, Bruno/B-2765-2011	Herault, Bruno/0000-0002-6950-7286												0778-4031						2004	137	1					36	46									WOS:000225489700003						
J	Kellogg, CH; Bridgham, SD				Kellogg, CH; Bridgham, SD			Disturbance, herbivory, and propagule dispersal control dominance of an invasive grass	BIOLOGICAL INVASIONS												Despite the dramatic changes invasive plants cause to ecosystems and communities, factors that control dominance of invasive species after establishment in a community are poorly understood. Most active management relies on catastrophic disturbances of invasive-dominated communities to increase richness and diversity of plant communities. This study examines the importance of propagule dispersal and deer herbivory on continued dominance of Phalaris arundinacea after a non-catastrophic, short-term disturbance to monotypic stands of this invasive grass. The disturbance caused no change in R arundinacea cover among treatments during any year of the study and, thus, simulates disturbance intensity more likely to be encountered in unmanaged settings. Despite the small disturbance, the combinations of disturbance + seeding and disturbance + seeding + deer exclusion caused greater species richness than controls even three years after disturbance. Increased invasion of P. arundinacea stands caused few effects on the dominant, as R arundinacea biomass was unaffected after the first year. Selective herbivory by deer of species other than R arundinacea increased the effects of disturbance and seeding, and aided in continued dominance of the grass. The tolerance of R arundinacea for direct anthropogenic effects, including poor water quality and hydroperiod fluctuations, and indirect effects, such as increased herbivory by historically high deer populations, indicates the complexity of determining persistence of invasive species.				Bridgham, Scott/R-1557-2017	Bridgham, Scott/0000-0003-0614-2678												1387-3547						2004	6	3					319	329		10.1023/B:BINV.0000034606.84830.d5							WOS:000223284000006						
J	Grombone-Guaratini, MT; Leitao, HD; Kageyama, PY				Grombone-Guaratini, MT; Leitao, HD; Kageyama, PY			The seed bank of a gallery forest in Southeastern Brazil	BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY												The soil seed bank was studied in a gallery forest in Southeastern Brazil. Samples were collected from edge to edge along transects perpendicular to the river during the wet (December, 1990) and dry (August, 1991) seasons. The number of seeds found in the seed bank samples was greater in the dry season than in the wet season indicating that there was important variation in the seed stocks in these two periods. The similarity values between the seed bank and the community composition were low. The high density of weed species might be reflecting forest fragnmentation and indicating a degree of perturbation.				grombone-guaratini, maria/D-8754-2015; Kageyama, Paulo Y/L-2221-2015													1516-8913						2004	47	5					793	797		10.1590/S1516-89132004000500015							WOS:000225349100015						
J	Kemp, JF; Lacroix, CR				Kemp, JF; Lacroix, CR			Estimation of seed bank and seed viability of the Gulf of Saint Lawrence Aster, Symphyotrichum laurentianum, (Fernald) Nesom	CANADIAN FIELD-NATURALIST												The Gulf of St. Lawrence Aster, Symphyotrichum laurentianum, is a member of the family Asteraceae and is listed as "threatened" by COSEWIC (Committee on the Status of Endangered Wildlife in Canada). This rare and vulnerable halophyte grows in only a few locations in New Brunswick, Prince Edward Island, and the Magdalen Islands, Quebec. As an annual, S. laurentianum relies exclusively on its seeds to survive to the next generation. The goal of this study was to estimate the quantity of viable S. laurentianum seeds in the persistent and transient seed banks at selected sites in Prince Edward Island. Overall, the number of seeds in the transient and persistent seed banks is low. The greatest concentration of seeds was found near the surface of the soil. In addition, only a small proportion of those seeds tested positive for viability based on Tetrazolium staining. Of the seeds in the persistent and transient seed banks combined, 53% were viable whereas only 2% of the seeds in the persistent seed bank were viable. Population surveys were also completed at the five known sites (both extinct and extant) in Prince Edward Island National Park. All sites showed signs of decline based on population estimates dating back to 1993. The Covehead Pond site showed the greatest decline: from 250-300 individuals in 1993 to only 10 individuals in 2002. The population at Dune Slack also showed a dramatic decrease from approximately 65 000 in 1999, to 2 200 individuals in 2002. Monitoring of this plant and the development of a management plan for the species are critical to its survival.																	0008-3550					JAN-MAR	2004	118	1					105	110		10.22621/cfn.v118i1.890							WOS:000226325800012						
J	Clements, DR; DiTommaso, A; Darbyshire, SJ; Cavers, PB; Sartonov, AD				Clements, DR; DiTommaso, A; Darbyshire, SJ; Cavers, PB; Sartonov, AD			The biology of Canadian weeds. 127. Panicum capillare L.	CANADIAN JOURNAL OF PLANT SCIENCE												Panicum capillare L., witch grass, is an annual grass native to North America that infests field crops, small grains, grasslands, and a variety of other habitats. High seed production, a persistent seed bank, a tumble-weed seed-dispersing mechanism, and the ability to tolerate some herbicides contribute to the success of P. capillare in these habitats. Despite the widespread presence of P. capillare in crops, its actual impact on crop yield is not well documented. It is an additional host for several insect pests (e.g., cereal aphids) and diseases attacking crop species.					DiTommaso, Antonio/0000-0001-8215-2777												0008-4220					JAN	2004	84	1					327	341		10.4141/P02-147							WOS:000220631000044						
S	Bacchetta, G; Demurtas, A; Pontecorvo, C		Robbrecht, E; Bogaerts, A		Bacchetta, G; Demurtas, A; Pontecorvo, C			The Biodiversity Conservation Centre of Cagliari (Italy)	EUROGARD III, PROCEEDINGS	SCRIPTA BOTANICA BELGICA				3rd European Botanic Gardens Congress/2nd European Botanic Gardens Education Congress	JUL, 2003	BELGIUM					The Biodiversity Conservation Centre of Cagliari was established to study, manage and conserve the plant diversity in Sardinia The strategy followed by the centre is to preserve the highest number of Sardinian endemic taxa and those having phytogeographical interest, both as seeds or spores, and as cultivated plants for ex situ conservation. Moreover, the Centre aims to study taxonomy, biosystematics and ecology of species in danger of extinction, and to propose the most fitting strategies to save the habitats where they live. Two projects have been started in the last two years: one to preserve threatened species in the province of Cagliari, the other to study the plant diversity in the west Mediterranean insular area. At present, the germplasm of more than 200 taxa is cryopreserved, while 250 entities have been multiplied in pots and in the rock garden. At the same time, floristic and biosystematic studies resulted in description of novelties in taxonomic revisions, determination of chromosome numbers and publication of local floras. The draft of a law regulating the protection of Sardinian flora has been submitted to the Regional Council.					BACCHETTA, GIANLUIGI/0000-0002-1714-3978												0779-2387		90-72619-60-9				2004	29						79	82									WOS:000225160800011						
S	Dulloo, ME; Thormann, I; Laliberte, B; Engels, JMM		Robbrecht, E; Bogaerts, A		Dulloo, ME; Thormann, I; Laliberte, B; Engels, JMM			Genetic resources conservation - experiences from agricultural research for strengthening collaboration with Botanic Gardens	EUROGARD III, PROCEEDINGS	SCRIPTA BOTANICA BELGICA				3rd European Botanic Gardens Congress/2nd European Botanic Gardens Education Congress	JUL, 2003	BELGIUM					The roles of Botanic Gardens and Agricultural Research Centres (ARC) have evolved with time, creating more overlap. Botanic Gardens are increasingly getting involved in in situ conservation and have set up seed banks and other ex situ facilities to conserve greater diversity than would be possible in garden collections. ARC on their part have amassed much experience on genetic conservation and can be a very useful source of information for Botanic Garden curators. The different histories and functions of Botanic Gardens and ARC mean that their strengths and areas of expertise are slightly different, which makes them well suited as partners in conservation. This paper focuses on the expertise that ARC can offer to the Botanic Gardens community as a means for strengthening collaboration in plant genetic resources conservation.																	0779-2387		90-72619-60-9				2004	29						83	96									WOS:000225160800012						
S	Vanderborght, T		Robbrecht, E; Bogaerts, A		Vanderborght, T			Seed banking at the National Botanic Garden of Belgium	EUROGARD III, PROCEEDINGS	SCRIPTA BOTANICA BELGICA				3rd European Botanic Gardens Congress/2nd European Botanic Gardens Education Congress	JUL, 2003	BELGIUM					Seed banking at the National Botanic Garden of Belgium concerns the ex situ conservation of seeds coming from (1) the living collections of the garden, (2) wild-collected native species of Belgium and (3) the collection of wild representatives Phaseoleae-Phaseolinae. Information is given on source, storage, use, databank and documentation.																	0779-2387		90-72619-60-9				2004	29						97	99									WOS:000225160800013						
S	Bonomi, C; Bonazza, A; Tisi, F; Cavagna, A; Prosser, F		Robbrecht, E; Bogaerts, A		Bonomi, C; Bonazza, A; Tisi, F; Cavagna, A; Prosser, F			First year report of Trentino Seed Bank project (NE italy)	EUROGARD III, PROCEEDINGS	SCRIPTA BOTANICA BELGICA				3rd European Botanic Gardens Congress/2nd European Botanic Gardens Education Congress	JUL, 2003	BELGIUM					Trentino Seed Bank Project started in summer 2002 and intends to contribute to ex-situ plant conservation in the SE Alps, carrying out an extensive seed collecting campaign and developing a regional, long-term seed storage facility. The good knowledge of plant distribution in Trentino allowed to select with confidence 73 top priority species and to target the actual populations to be sampled. In a three year period two teams aim to collect in the field approx. 400 seed accessions, supplemented by an assessment of the population size antifertility. In summer and autumn 2002 each team visited more than 80 sites and collected more than 50 seed samples, recording accurately all geographic data on the sites visited Full details on the collections made in 2002 are given. The Seed Bank itself is essentially composed of a geographic resource office equipped with all technical local maps, GPS and GIS facilities; a desiccation chamber equipped with sorption driers in conjunction with a cooling system, an air-lock and a monitoring system, a seed cleaning and testing lab, incubators and two deep freezers that serve as a cold store.																	0779-2387		90-72619-60-9				2004	29						101	114									WOS:000225160800014						
S	Gautier, C		Robbrecht, E; Bogaerts, A		Gautier, C			Seed bank of threatened plants in the 'Conservatoire Botanique National de Brest' (France)	EUROGARD III, PROCEEDINGS	SCRIPTA BOTANICA BELGICA				3rd European Botanic Gardens Congress/2nd European Botanic Gardens Education Congress	JUL, 2003	BELGIUM					The Conservatoire of Brest hosts an important seed bank, which is probably the most practical technique for ex situ conservation of plants. Seeds are the most useful living material for a long-term conservation due to their small size and their viability. The seed bank of the Conservatoire concentrates upon threatened species worldwide, and so is one of the most important places for the conservation of endangered plants. Examples of results are given, such as the successful reintroduction of Normannia triphylla in Madeira.																	0779-2387		90-72619-60-9				2004	29						119	120									WOS:000225160800016						
S	Bavcon, J; Marincek, A		Robbrecht, E; Bogaerts, A		Bavcon, J; Marincek, A			A dry meadow as a live seed bank and an object of research	EUROGARD III, PROCEEDINGS	SCRIPTA BOTANICA BELGICA				3rd European Botanic Gardens Congress/2nd European Botanic Gardens Education Congress	JUL, 2003	BELGIUM					Dry meadows, particularly those in lowlands, are becoming quite rare. In 2002, the Botanical Garden of Ljubljana took a dry meadow on lease. The meadow, covering a surface of 2 ha, lies in the close vicinity of Ljubljana. It has not, for the last 40 years, been subjected to any intensive treatment. The very first sample inventorying of plant species in the course of 2001 revealed the presence of a large number of species; of these quite a number appear in the Slovenian Red Data List of Pteridophytes and Spermatophytes. In the course of the regular monitoring in 2002 the number of determined species increased to 120. The meadow is quite rich in wild orchids, which makes it all the more valuable. It is in the initial stage of overgrowing. A late one-time mowing once a year is expected to contribute to its conservation. The goal of taking the garden on lease and exposing it to proper management is to contribute to an active conservation of this type of habitats and their biodiversity.																	0779-2387		90-72619-60-9				2004	29						131	134									WOS:000225160800018						
S	Bernhardt, KG; Koch, M; Ulbel, E; Webhofer, J		Robbrecht, E; Bogaerts, A		Bernhardt, KG; Koch, M; Ulbel, E; Webhofer, J			The soil seed bank as a resource for in situ and ex situ conservation of extinct species	EUROGARD III, PROCEEDINGS	SCRIPTA BOTANICA BELGICA				3rd European Botanic Gardens Congress/2nd European Botanic Gardens Education Congress	JUL, 2003	BELGIUM					The importance of soil seed banks and their dynamics for species conservation is demonstrated by using examples from semiaquatic habitats. The differences between the distribution of endangered plants in the underground vegetation (soil seed bank) and actual vegetation cover are shown and discussed in the light of information from "Red data books". Ephemeral species like Coleanthus subtilis and Elatine hexandra have not been reported for decades in the vegetation cover. Herbarium material encouraged the idea to compare old herbarium material of today highly endangered or extinct species with seeds from soil samples collected in similar localities.																	0779-2387		90-72619-60-9				2004	29						135	139									WOS:000225160800019						
S	Koch, M; Bernhardt, KG		Robbrecht, E; Bogaerts, A		Koch, M; Bernhardt, KG			Cochlearia macrorrhiza, a highly endangered lowland species from Eastern Austria - Conservation genetics, ex situ and in situ conservation efforts	EUROGARD III, PROCEEDINGS	SCRIPTA BOTANICA BELGICA				3rd European Botanic Gardens Congress/2nd European Botanic Gardens Education Congress	JUL, 2003	BELGIUM					The highly endangered endemic Cochlearia macrorrhiza (Brassicaceae) is currently represented by two individuals only at its natural stand in Moosbrunn near Vienna, Austria. A second sub-population has been cultivated in Berlin for nearly two decades. Therefore, a research and conservation programme has been initiated to measure genetic variation and fitness parameters of plants from both subpopulations in order to (1) confirm the authentic origin of the material from Berlin, (2) to evaluate the taxonomic status of C. macrorrhiza, and (3) to detect genetic markers distinguishing the gene pools of both subpopulations for future breeding programs. In parallel, phenotypic characters and fitness parameters have been measured to test for significant differences between subpopulations. The aim is to establish a large population sampling for ex situ cultivation, to build up an ex situ seed bank, and to start a re-introduction experiment.																	0779-2387		90-72619-60-9				2004	29						157	164									WOS:000225160800023						
