PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	AZIZ, S; KHAN, MA				AZIZ, S; KHAN, MA			LIFE-HISTORY STRATEGIES OF TEPHROSIA-STRIGOSA WILLD - A DESERT SUMMER ANNUAL	BANGLADESH JOURNAL OF BOTANY												Variation in demography and life-history patterns of Tephrosia strigosa Willd., a summer annual of dry habitat, was studied under field conditions during 1988 and 1990 growing seasons. Seasonal data on persistent seed bank showed a substantial loss of seeds in the seed bank after dispersal especially after rainfall where seeds either germinated or were washed deep into the soil. A high degree of similarity was observed between the buried seed bank flora and vegetation. There was a significant increase in mortality soon after recruitment followed by little change in population size during late vegetative phase. Mortality rate again increased at the time of flowering. Vegetative growth of plants increases significantly at the seedling stage but declined at the time of flowering. Biomass allocated to reproduction increased with the increase in the size of the seedlings which was shared by roots and shoots and later by root, stem and leaf. During flowering and fruiting time the reproductive allocations approached up to 30%.				Khan, Muhammad Ajmal/I-6429-2015; Khan, M. Ajmal/L-7721-2015	Khan, M. Ajmal/0000-0003-2837-0794												0253-5416					DEC	1994	23	2					139	146									WOS:A1994PX71000001						
J	BOCCANELLI, SI; LEWIS, JP				BOCCANELLI, SI; LEWIS, JP			THE SEED BANK OF AN OLD PAMPEAN PRAIRIE AND ITS RELATION WITH THE STANDING VEGETATION	PESQUISA AGROPECUARIA BRASILEIRA												The seed bank of a prairie which has not been ploughed for at least 40 years was analysed and compared with standing vegetation. There were 28 species in the seed bank: 18 monocotyledoneae and 10 dicotyledoneae, plus five unknown species. In the standing vegetation there were 39 species: 19 monocotyledoneae and 20 dicotyledoneae. Seed bank and standing vegetation share 18 out of 49 known species and their similarity is 54% (Sorensen index). The seeds have an aggregate distribution, therefore the bank is very heterogeneous.																	0100-204X					DEC	1994	29	12					1833	1840									WOS:A1994QZ95100004						
J	HAUKOS, DA; SMITH, LM				HAUKOS, DA; SMITH, LM			COMPOSITION OF SEED BANKS ALONG AN ELEVATIONAL GRADIENT IN PLAYA WETLANDS	WETLANDS												We analyzed the composition of seed banks dong an elevational gradient (0-1 m) in playa wetlands of the Southern High Plains of Texas. Differing seed-bank composition along such a gradient may be one mechanism in the determination of vegetation structure in wetlands. We used the seedling-emergence technique under moist-soil and submerged treatments to ascertain the composition of seed banks in 8 playas. There were no differences (P > 0.05) in overall or common species seedling densities along the elevational gradient. Fluctuating water levels in a relatively shallow wetland, combined with the short linear distance of the gradient into a flat bottom, results in the uniform distribution of seed in playas. Additionally, wind action during periods when playas are dry may serve to distribute seeds throughout the wetland. Structure of vegetation in playas is determined principally by the varying soil moisture regime, which regulates composition of species germinating when other environmental conditions are suitable. When environmental conditions, including soil-moisture content, are appropriate for germination, each species in the seed bank could potentially be found throughout the wetland. When managing playas for specific plant species through manipulation of soil moisture, we can expect a comparable species response to similar treatments anywhere in the playa.																	0277-5212					DEC	1994	14	4					301	307		10.1007/BF03160636							WOS:A1994PZ38500006						
J	KLEINER, K				KLEINER, K			UN TAKES CONTROL OF SEED BANKS	NEW SCIENTIST																													0262-4079					NOV 5	1994	144	1950					7	7									WOS:A1994PQ83600008						
J	TWIGG, LE; KAY, BJ				TWIGG, LE; KAY, BJ			THE EFFECTS OF MICROHABITAT AND WEATHER ON HOUSE MOUSE (MUS-DOMESTICUS) NUMBERS AND THE IMPLICATIONS FOR MANAGEMENT	JOURNAL OF APPLIED ECOLOGY												1. Linear multiple regression analyses revealed that the abundance of house mice in and around irrigated summer crops in the Macquarie Valley, NSW was associated with mild temperatures, adequate rainfall and an abundant ground cover and seed bank. 2. Using short-term data, these analyses aided the identification of which habitat characteristics were particularly important to mice. 3. While not replacing the need for long-term data collection, this approach can utilize short-term data to assist in the development of management or control strategies for vertebrate populations.																	0021-8901					NOV	1994	31	4					651	663		10.2307/2404156							WOS:A1994PT07000007						
J	GUNSTER, A				GUNSTER, A			SEED BANK DYNAMICS - LONGEVITY, VIABILITY AND PREDATION OF SEEDS OF SEROTINOUS PLANTS IN THE CENTRAL NAMIB DESERT	JOURNAL OF ARID ENVIRONMENTS												Longevity, viability and predation of seeds were studied over 2 years in Aptosimum spinescens (Scrophulariaceae), Blepharis grossa (Acanthaceae), Geigeria alata, G. ornativa (Asteraceae), Petalidium setosum and P. variabile (Acanthaceae). The majority of seeds were stored on parent plants of the study species, apart from G. alata which showed a dimorphic seed dispersal mode. A decline in viability was found in two species (G. alata and G. ornativa) during the study period. Seed losses to Coleoptera and Diptera larvae ranged on average from 16% (P. setosum) to 25% (B. grossa). In this study the degree of serotiny was related to life form. Seed viability was related to seed characteristics rather than to the method of seed storage.																	0140-1963					NOV	1994	28	3					195	205		10.1016/S0140-1963(05)80057-6							WOS:A1994PR49600003						
J	PASCOE, F				PASCOE, F			USING SOIL SEED BANKS TO BRING PLANT-COMMUNITIES INTO THE CLASSROOM	AMERICAN BIOLOGY TEACHER																													0002-7685					OCT	1994	56	7					429	432									WOS:A1994PJ93500010						
J	MARSHALL, EJP; ARNOLD, GM				MARSHALL, EJP; ARNOLD, GM			WEED SEED BANKS IN ARABLE FIELDS UNDER CONTRASTING PESTICIDE REGIMES	ANNALS OF APPLIED BIOLOGY												Viable weed seed banks on a clay soil were estimated for five years from 11 arable fields receiving one of three levels of pesticide application. Low seed densities, averaging 2000 m-2, were recorded, but dicotyledonous weed seed numbers usually increased following oilseed rape crops, reaching 26 000 m-2 in one field. Field-to-field variability was large. Samples could be grouped using multivariate techniques into those dominated by grass weed seeds and those containing mainly dicotyledonous weed seeds. Within TWINSPAN classifications, most fields maintained similar seed banks during the study period, indicating relative stability of communities. Differences present at the outset of the experiment, including variation between fields in the same treatment area, were maintained for the five years. Patterns were not associated with straw disposal or spring herbicide application. Oilseed rape crops did not cause qualitative change in seed bank communities, but allowed certain species, notably Stellaria media and Sonchus asper, to increase seed numbers. Smaller and less diverse seed banks in the area receiving most herbicide were not statistically significant. Seed banks gave poor predictions of following weed populations.				Marshall, EJP/C-2997-2008	Marshall, EJP/0000-0001-9558-0586												0003-4746					OCT	1994	125	2					349	360		10.1111/j.1744-7348.1994.tb04975.x							WOS:A1994QC70100012						
J	CRAWFORD, RMM; ABBOTT, RJ				CRAWFORD, RMM; ABBOTT, RJ			PRE-ADAPTATION OF ARCTIC PLANTS TO CLIMATE-CHANGE	BOTANICA ACTA												Re-appraisal of high latitude ice cover during the Weichselian and the recent discovery of pre-Holocene plant communities in Novaya Zemlya and Northern Norway suggests that the contemporary Arctic flora may have had a longer time span in its occupation of high latitude sites than has hitherto been recognised. The present-day Arctic flora in some regions may therefore have derived at least some of its genetic inheritance from populations that survived in ice-free refugia in the high Arctic polar deserts during the latter stages of the Weichselian glaciation. Increasing evidence for sudden changes in climate at high latitudes in the past, suggests that Arctic vegetation would have been subjected to rapid climatic warming if it had maintained a presence in these regions during the late Weichselian. A review of what is known about plant survival in the high Arctic since pre-Holocene times, coupled with an examination of some of the physiological properties of modern populations in these regions is presented in an attempt to ascertain if high Arctic plants possess mechanisms which facilitate their capacity to respond either phenotypically or physiologically to climatic change.																	0932-8629					OCT	1994	107	5					271	278		10.1111/j.1438-8677.1994.tb00796.x							WOS:A1994PM38100001						
J	ZHANG, JH; CAVERS, PB				ZHANG, JH; CAVERS, PB			SEEDLING EMERGENCE AFTER MATERNAL BENTAZON APPLICATION TO 10 COCKLEBUR (XANTHIUM-STRUMARIUM) POPULATIONS	CANADIAN JOURNAL OF PLANT SCIENCE												Maternal environments have been reported to affect various seed and seedling characteristics in many plants. In this study, we examined the effect of bentazon application to the mother plants on seed germination and seedling emergence of 10 cocklebur populations from wetlands or cultivated land. The mortality or longevity of fully developed seeds was affected significantly by bentazon application. Rate of seedling emergence showed little response, whereas percentage seedling emergence and percentage viable seeds in the soil were reduced by bentazon treatment to the mother plants. Populations from wetlands produced seedlings earlier than those from cultivated land.																	0008-4220					OCT	1994	74	4					863	866		10.4141/cjps94-157							WOS:A1994PV38000037						
J	HORVITZ, CC; SCHEMSKE, DW				HORVITZ, CC; SCHEMSKE, DW			EFFECTS OF DISPERSERS, GAPS, AND PREDATORS ON DORMANCY AND SEEDLING EMERGENCE IN A TROPICAL HERB	ECOLOGY												The influence of biotic and abiotic factors on seed fates are exceptionally difficult to analyze in natural populations because it is not usually possible to identify an emerging seedling with its history as a seed. Large seed size and the unusual feature that the seed body remains attached to the new seedling in the ant-dispersed herb Calathea ovandensis provided an opportunity for field experiments that examine the influence of(l) seed dispersers, (2) treefall gaps, and (3) post-dispersal predators on seed survival, seed dormancy, seedling emergence, and seedling distributions. In a seed depot experiment, seed-dispersing ants significantly affected the seedling emergence patterns in three ways. Seeds with rewards for ants: (a) had improved seedling emergence, by 1.6-fold (17.4 vs. 10.6%); (b) gave rise to seedlings with a mean dispersal distance that was threefold farther (34 vs. 114 cm); and (c) generated a non-leptokurtic seedling shadow(kurtosis: -0.60, not significant vs. 10.84, P < 0.001) in contrast to seeds without ant rewards. There was significant spatial variation in the effect of ant rewards on seedling emergence and also temporal variation in seedling emergence, the greatest number of seedlings emerging in an el Nino year. In two germination box experiments: (1) treefall gaps enhanced seedling emergence 180-fold (72.4 vs. 0.4%) compared to the deep shade, and ungerminated seeds in the deep shade were mostly dormant, not dead; (2) post-dispersal seed predation was very low (overall mean of 6.2%), with considerable microspatial variability, and pathogens and small invertebrates accounted for only one-fourth as much seed mortality as larger (vertebrate and large insect) post-dispersal predators. Seedling emergence in this ant-dispersed herb with a relatively long-lived seed bank depends upon a complex of factors, suggesting an interaction of the effects of biotic dispersal to local safe microsites with larger scale effects of spatial and temporal variation in the abiotic environment.																	0012-9658					OCT	1994	75	7					1949	1958		10.2307/1941599							WOS:A1994PK12900009						
J	HENDRY, GAF; THOMPSON, K; MOSS, CJ; EDWARDS, E; THORPE, PC				HENDRY, GAF; THOMPSON, K; MOSS, CJ; EDWARDS, E; THORPE, PC			SEED PERSISTENCE - A CORRELATION BETWEEN SEED LONGEVITY IN THE SOIL AND ORTHO-DIHYDROXYPHENOL CONCENTRATION	FUNCTIONAL ECOLOGY												1. Ortho-dihydroxyphenol and cyanoglycoside concentrations were determined in seeds of over 80 species, drawn largely from the native British flora but including a number of weeds and other species of agricultural significance. 2. All seeds examined contained at least trace amounts of hydroxyphenols and three-quarters released hydrogen cyanide on hydrolysis. A highly significant correlation was found between (a) seed persistance in the soil and ortho-dihydroxyphenol concentration and (b) between protein content, as a measure of the nutritional value of the seed, and ortho-dihydroxyphenol content. No such relation was found with cyanoglycosides. 3. Particularly high concentrations of ortho-dihydroxyphenols were found throughout species within the order Myrtales (Onagraceae and relatives), all with little or no seed endosperm. 4. From this broad survey we conclude that ortho-dihydroxyphenols, as a class, play an important role in maintaining seed persistence in the soil, probably by deferring or decreasing the rate of decomposition by microbes as well as by defending against herbivory, and that this is one important mechanism, along with morphological adaptations, which confers longevity and persistence on seeds buried in cool temperature and relatively moist soil conditions.				Edwards, Everard J/B-3132-2008	Edwards, Everard J/0000-0003-2718-2329												0269-8463					OCT	1994	8	5					658	664		10.2307/2389929							WOS:A1994PL91800015						
J	VENCILL, WK; BANKS, PA				VENCILL, WK; BANKS, PA			EFFECTS OF TILLAGE SYSTEMS AND WEED MANAGEMENT ON WEED POPULATIONS IN GRAIN-SORGHUM (SORGHUM-BICOLOR)	WEED SCIENCE												Field research was conducted from 1987 to 1991 to evaluate the influence of four weed management systems on weed population and species dynamics in conventional-tillage and no-tillage grain sorghum production. These weed management systems included zero, low, medium, and high input systems. The weed seedbank increased faster in zero and low input weed management systems than in the high input weed management systems because of differences in weed control. Tillage influenced weed seed densities as well. Common ragweed, common lambsquarters, horseweed, and sicklepod seed densities often were greater in no-tillage than conventional-tillage plots. Common cocklebur and large crabgrass seed densities were usually greater in conventional-tillage than no-tillage plots. Smooth pigweed seed densities were not affected by tillage. Increasing weed management inputs diminished differences between tillage systems. Smooth pigweed dominated the weed populations after 4 yr in both tillage systems even in high input systems.				VENCILL, WILLIAM/K-7748-2015	VENCILL, WILLIAM/0000-0001-7233-4534												0043-1745					OCT-DEC	1994	42	4					541	547		10.1017/S0043174500076918							WOS:A1994PY82000006						
J	MILBERG, P				MILBERG, P			GERMINATION ECOLOGY OF THE GRASSLAND BIENNIAL LINUM-CATHARTICUM	ACTA BOTANICA NEERLANDICA												The germination ecology of the short-lived grassland biennial Linum catharticum L. was studied. Its seeds had a primary dormancy that was overcome by cold-treatment. Seeds buried in the soil became germinative in midwinter (December), but since the seeds germinate only at relatively high temperatures, autumn-sown seeds did not germinate in the field until late spring, at which time the average soil temperature was 20-degrees-C. During the first half of the summer, buried seeds re-entered dormancy, but by August this secondary dormancy became dormant again. Hence, buried L. catharticum seeds exhibited an annual dormancy cycle. Most exhumed seeds needed light to germinate, which is probably why L. catharticum accumulates a persistent soil seed bank. After 25 months, 96% of the seeds buried were still ungerminated and alive.				Per, Milberg/C-2618-2009; Milberg, Per/G-6153-2012	Milberg, Per/0000-0001-6128-1051												0044-5983					SEP	1994	43	3					261	269									WOS:A1994PD31500003						
J	GHERSA, CM; MARTINEZGHERSA, MA; BREWER, TG; ROUSH, ML				GHERSA, CM; MARTINEZGHERSA, MA; BREWER, TG; ROUSH, ML			SELECTION PRESSURES FOR DICLOFOP-METHYL RESISTANCE AND GERMINATION TIME OF ITALIAN RYEGRASS	AGRONOMY JOURNAL												To formulate strategies for controlling herbicide resistance in Italian ryegrass (Lolium multiflorum Lam.), the selective pressures acting on wild Italian ryegrass populations to encourage evolution of resistance must be identified. Field and greenhouse experiments were conducted in 1990 to 1992 to compare the seedling emergence patterns of diclofopmethyl-resistant and susceptible Italian ryegrass. Timing of seedling emergence in full sunlight differed for the two biotypes. In general, the herbicide-susceptible biotype emerged earlier than the resistant biotype. Greatest emergence for the susceptible biotype was in August and September, the period prior to typical winter cereal crop sowing. Soil shading enhanced resistant seedling emergence during August and September, suggesting that soil temperature plays an important role in regulating seed germination of this biotype. Before current-year seed shed, the seed bank in the experimental plots was found to contain three times as many viable resistant seeds as susceptible seeds. In a corroborating experiment, we found that Italian ryegrass seeds with a greater degree of dormancy were more likely to be herbicide resistant than those with a lesser degree of dormancy. Our results support the hypothesis that the timing of field tillages and herbicide use is a selective force for increasing seed dormancy and thus for changing seedling emergence patterns as herbicide-resistant Italian ryegrass weed populations evolve. The linkage between changes in seed dormancy and herbicide resistance traits has ecological and agronomical implications.																	0002-1962					SEP-OCT	1994	86	5					823	828		10.2134/agronj1994.00021962008600050014x							WOS:A1994PP64900014						
